------Generation 0------
Rule  1: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 152b556224, Class:  1, CF:0.912391, Len: 10, Fitness_tra: 7
Rule 26: b12115427c, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 4
Rule 27: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 2
Rule 28: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 3
Rule 29: 1b219e711d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 1c14d51217, Class:  0, CF:0.108982, Len: 10, Fitness_tra: 2
Rule 31: 22b11544b1, Class:  1, CF:0.988311, Len: 10, Fitness_tra: 0
Rule 32: 2bb42f77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 33: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 34: 1117857151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 77111ab122, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 39: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 1244132b4b, Class:  1, CF:0.388505, Len: 10, Fitness_tra: -14
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 247253be14, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 67: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 70: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 71: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 72: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 73: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 76: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 77: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 79: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 80: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 81: 447bc2124b, Class:  1, CF:0.992823, Len: 10, Fitness_tra: 175
Rule 82: 7741d27172, Class:  1, CF:0.999699, Len: 10, Fitness_tra: 9
Rule 83: ca141d7161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2c7b31b482, Class:  1, CF:0.998137, Len: 10, Fitness_tra: 0
Rule 85: b417d31bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: c5c2131535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 114439751b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2354157e31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 77b11a4b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 8814511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b924554273, Class:  1, CF:0.0515249, Len: 10, Fitness_tra: 0
Rule 92: 41ab1621b2, Class:  1, CF:0.536389, Len: 10, Fitness_tra: 0
Rule 93: 71b15828b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 73b1514bbb, Class:  1, CF:0.998916, Len: 10, Fitness_tra: 0
Rule 95: 2141152144, Class:  1, CF:0.99889, Len: 10, Fitness_tra: 3
Rule 96: bc71c9241b, Class:  1, CF:0.993997, Len:  0, Fitness_tra: 0
Rule 97: 2817752a41, Class:  0, CF:0.494992, Len: 10, Fitness_tra: 95
Rule 98: c84245b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 17b1c91b7e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21228542a1, Class:  1, CF:0.941993, Len: 10, Fitness_tra: -1
------Current------
Miss_rate(tra)	:61.7245
------Result------
Miss_rate(tra)	:61.7245
Miss_rate(tst)	:39.3053
ARL				:9.88372

------Generation 30------
Rule  1: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 1047
Rule  2: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 678
Rule  3: 74b1c818b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 666
Rule  4: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 318
Rule  5: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 303
Rule  6: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 169
Rule  7: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 206
Rule  8: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 59
Rule  9: 4172c91244, Class:  1, CF:0.998778, Len: 10, Fitness_tra: 87
Rule 10: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 60
Rule 11: 1141162111, Class:  0, CF:0.519953, Len: 10, Fitness_tra: 97
Rule 12: b421c8427c, Class:  1, CF:0.999949, Len: 10, Fitness_tra: 43
Rule 13: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 78
Rule 14: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 63
Rule 15: 1b11d1717b, Class:  1, CF:0.99754, Len: 10, Fitness_tra: 63
Rule 16: 42711db772, Class:  1, CF:0.990066, Len: 10, Fitness_tra: 30
Rule 17: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 54
Rule 18: 7744191b72, Class:  1, CF:0.988583, Len: 10, Fitness_tra: 38
Rule 19: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 0
Rule 20: 1c14951213, Class:  0, CF:0.978489, Len: 10, Fitness_tra: 42
Rule 21: b271112246, Class:  1, CF:0.920275, Len: 10, Fitness_tra: 1
Rule 22: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 26
Rule 23: 2c21591882, Class:  1, CF:  1, Len: 10, Fitness_tra: 23
Rule 24: 224111421c, Class:  1, CF:0.997997, Len: 10, Fitness_tra: 8
Rule 25: 152b556224, Class:  1, CF:0.912391, Len: 10, Fitness_tra: 7
Rule 26: b12115427c, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 4
Rule 27: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 2
Rule 28: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 3
Rule 29: 1b219e711d, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 1c14d51217, Class:  0, CF:0.108982, Len: 10, Fitness_tra: 2
Rule 31: 22b11544b1, Class:  1, CF:0.988311, Len: 10, Fitness_tra: 0
Rule 32: 2bb42f77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 33: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 34: 1117857151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 77111ab122, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 39: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 1244132b4b, Class:  1, CF:0.388505, Len: 10, Fitness_tra: -14
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 247253be14, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 67: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 70: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 71: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 72: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 73: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 76: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 77: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 79: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 80: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 81: 447bc2124b, Class:  1, CF:0.992823, Len: 10, Fitness_tra: 175
Rule 82: 7741d27172, Class:  1, CF:0.999699, Len: 10, Fitness_tra: 9
Rule 83: ca141d7161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2c7b31b482, Class:  1, CF:0.998137, Len: 10, Fitness_tra: 0
Rule 85: b417d31bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: c5c2131535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 114439751b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2354157e31, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 77b11a4b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 8814511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b924554273, Class:  1, CF:0.0515249, Len: 10, Fitness_tra: 0
Rule 92: 41ab1621b2, Class:  1, CF:0.536389, Len: 10, Fitness_tra: 0
Rule 93: 71b15828b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 73b1514bbb, Class:  1, CF:0.998916, Len: 10, Fitness_tra: 0
Rule 95: 2141152144, Class:  1, CF:0.99889, Len: 10, Fitness_tra: 3
Rule 96: bc71c9241b, Class:  1, CF:0.993997, Len:  0, Fitness_tra: 0
Rule 97: 2817752a41, Class:  0, CF:0.494992, Len: 10, Fitness_tra: 95
Rule 98: c84245b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 17b1c91b7e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21228542a1, Class:  1, CF:0.941993, Len: 10, Fitness_tra: -1
------Current------
Miss_rate(tra)	:61.7245
------Result------
Miss_rate(tra)	:61.7245
Miss_rate(tst)	:39.3053
ARL				:9.88372

------Generation 40------
Rule  1: 1421a81671, Class:  0, CF:  1, Len: 10, Fitness_tra: 1502
Rule  2: b271121212, Class:  1, CF:0.993498, Len: 10, Fitness_tra: 950
Rule  3: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 885
Rule  4: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 724
Rule  5: 74b1c818b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 495
Rule  6: 1217152b12, Class:  0, CF:0.0897027, Len: 10, Fitness_tra: 143
Rule  7: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 142
Rule  8: 1141162111, Class:  0, CF:0.519953, Len: 10, Fitness_tra: 69
Rule  9: 1b11d1717b, Class:  1, CF:0.99754, Len: 10, Fitness_tra: 60
Rule 10: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 60
Rule 11: 44b1727bb1, Class:  1, CF:0.929112, Len: 10, Fitness_tra: 48
Rule 12: 1c14951213, Class:  0, CF:0.978489, Len: 10, Fitness_tra: 41
Rule 13: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 28
Rule 14: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 25
Rule 15: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 21
Rule 16: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 3
Rule 17: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 3
Rule 18: 1c14d51217, Class:  0, CF:0.108982, Len: 10, Fitness_tra: 1
Rule 19: 2bb42f77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 0
Rule 21: 42711db772, Class:  1, CF:0.990066, Len: 10, Fitness_tra: 0
Rule 22: 447bc2124b, Class:  1, CF:0.992823, Len: 10, Fitness_tra: 0
Rule 23: 2c21591882, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 24: 7741d27172, Class:  1, CF:0.999699, Len: 10, Fitness_tra: 0
Rule 25: 224111421c, Class:  1, CF:0.997997, Len: 10, Fitness_tra: 0
Rule 26: 152b556224, Class:  1, CF:0.912391, Len: 10, Fitness_tra: 0
Rule 27: b12115427c, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 0
Rule 28: 2141152144, Class:  1, CF:0.99889, Len: 10, Fitness_tra: 0
Rule 29: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 0
Rule 30: 2817752a41, Class:  0, CF:0.494992, Len: 10, Fitness_tra: 0
Rule 31: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 0
Rule 32: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 0
Rule 35: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 39: 1681111958, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: c8413fb59c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2842994224, Class:  1, CF:0.971393, Len: 10, Fitness_tra: 0
Rule 42: 4274412b14, Class:  1, CF:0.912969, Len: 10, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  1, CF:0.98829, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  1, CF:0.490207, Len: 10, Fitness_tra: 0
Rule 45: 2191c21f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714729b477, Class:  1, CF:0.996272, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c54177, Class:  1, CF:0.998039, Len: 10, Fitness_tra: 0
Rule 48: 17b1c91b7e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b12451b221, Class:  1, CF:0.99901, Len: 10, Fitness_tra: 0
Rule 50: 2c22532154, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 442226b174, Class:  0, CF:0.668147, Len: 10, Fitness_tra: 0
Rule 52: 74bb11b242, Class:  1, CF:0.988349, Len: 10, Fitness_tra: 0
Rule 53: 472b1641b2, Class:  0, CF:0.791811, Len: 10, Fitness_tra: 0
Rule 54: b824c9227b, Class:  1, CF:0.977666, Len: 10, Fitness_tra: 0
Rule 55: 2d27557231, Class:  0, CF:0.85018, Len: 10, Fitness_tra: 0
Rule 56: b12b1e47bb, Class:  1, CF:0.951759, Len: 10, Fitness_tra: 0
Rule 57: 2111567714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b7481b2b4, Class:  1, CF:0.998145, Len: 10, Fitness_tra: 0
Rule 59: 4c22857122, Class:  1, CF:0.992448, Len: 10, Fitness_tra: 0
Rule 60: 7184812312, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 7114d62414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 247253be14, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 4b5b114b42, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b14b9a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 417bc1477b, Class:  1, CF:0.990096, Len: 10, Fitness_tra: 0
Rule 66: 22b7594b4b, Class:  1, CF:0.593399, Len: 10, Fitness_tra: 0
Rule 67: 2b72562224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 152b51751d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4114132218, Class:  1, CF:0.991663, Len: 10, Fitness_tra: 0
Rule 70: 242bc6444b, Class:  1, CF:0.996377, Len: 10, Fitness_tra: 0
Rule 71: 224713b777, Class:  1, CF:0.306437, Len: 10, Fitness_tra: 0
Rule 72: b2b2262414, Class:  0, CF:0.830111, Len: 10, Fitness_tra: 0
Rule 73: 2142452147, Class:  1, CF:0.993931, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45b721477b, Class:  1, CF:0.77666, Len: 10, Fitness_tra: 0
Rule 76: 217251b412, Class:  1, CF:0.997574, Len: 10, Fitness_tra: 0
Rule 77: 2287557151, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 1142d1bc47, Class:  1, CF:0.999674, Len: 10, Fitness_tra: 0
Rule 79: bc77557bb7, Class:  0, CF:0.490123, Len: 10, Fitness_tra: 0
Rule 80: 1c72597b72, Class:  0, CF:0.775031, Len: 10, Fitness_tra: 0
Rule 81: 11b21d7b12, Class:  1, CF:0.898493, Len: 10, Fitness_tra: -1
Rule 82: c11b15bd9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1141f11247, Class:  0, CF:  1, Len: 10, Fitness_tra: 22
Rule 84: 2471217711, Class:  1, CF:0.939939, Len: 10, Fitness_tra: -31
Rule 85: 11472672d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2111de2225, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: b714157b71, Class:  1, CF:0.945183, Len: 10, Fitness_tra: 0
Rule 88: 1b179f77bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 24148d4247, Class:  1, CF:0.996564, Len: 10, Fitness_tra: 0
Rule 90: 7111d12814, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: b2b1262714, Class:  0, CF:0.734486, Len: 10, Fitness_tra: 0
Rule 92: 1d14597b73, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 93: 752b3345b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 487b854422, Class:  1, CF:0.9949, Len: 10, Fitness_tra: 0
Rule 95: e141162b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 7bb2232414, Class:  1, CF:0.963026, Len: 10, Fitness_tra: 0
Rule 97: c172514224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: bb775575b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 2111851194, Class:  1, CF:  1, Len: 10, Fitness_tra: 5
Rule100: 2b21111842, Class:  1, CF:  1, Len: 10, Fitness_tra: 5
------Current------
Miss_rate(tra)	:58.102
------Result------
Miss_rate(tra)	:58.102
Miss_rate(tst)	:31.4442
ARL				:9.88506

------Generation 50------
Rule  1: 1421a81671, Class:  0, CF:  1, Len: 10, Fitness_tra: 1502
Rule  2: b271121212, Class:  1, CF:0.993498, Len: 10, Fitness_tra: 809
Rule  3: 73b1717bb1, Class:  1, CF:0.965401, Len: 10, Fitness_tra: 868
Rule  4: 2117851aa1, Class:  0, CF:0.297441, Len: 10, Fitness_tra: 691
Rule  5: 74b1c818b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 449
Rule  6: 1217152b12, Class:  0, CF:0.0897027, Len: 10, Fitness_tra: 69
Rule  7: 4b2151111b, Class:  1, CF:0.999364, Len: 10, Fitness_tra: 111
Rule  8: 1141162111, Class:  0, CF:0.519953, Len: 10, Fitness_tra: 69
Rule  9: 1b11d1717b, Class:  1, CF:0.99754, Len: 10, Fitness_tra: 51
Rule 10: 1b11d87744, Class:  1, CF:0.999496, Len: 10, Fitness_tra: 38
Rule 11: 44b1727bb1, Class:  1, CF:0.929112, Len: 10, Fitness_tra: 42
Rule 12: 1c14951213, Class:  0, CF:0.978489, Len: 10, Fitness_tra: 13
Rule 13: 7441c31b44, Class:  1, CF:0.995773, Len: 10, Fitness_tra: 28
Rule 14: 1514857112, Class:  0, CF:0.908067, Len: 10, Fitness_tra: 23
Rule 15: 1141f11247, Class:  0, CF:  1, Len: 10, Fitness_tra: 22
Rule 16: 1781111944, Class:  1, CF:  1, Len: 10, Fitness_tra: 21
Rule 17: 18111113ec, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 18: 2b21111842, Class:  1, CF:  1, Len: 10, Fitness_tra: 5
Rule 19: 2111851194, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 20: 4121164172, Class:  0, CF:0.879957, Len: 10, Fitness_tra: 3
Rule 21: 16b1c8242b, Class:  1, CF:0.999928, Len: 10, Fitness_tra: 3
Rule 22: 1d14597b73, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 23: e4b1161b41, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 24: 1c14d51217, Class:  0, CF:0.108982, Len: 10, Fitness_tra: 0
Rule 25: 4224191a7b, Class:  0, CF:0.267975, Len: 10, Fitness_tra: 0
Rule 26: 152b556224, Class:  1, CF:0.912391, Len: 10, Fitness_tra: 0
Rule 27: b12115427c, Class:  1, CF:0.99975, Len: 10, Fitness_tra: 0
Rule 28: 2141152144, Class:  1, CF:0.99889, Len: 10, Fitness_tra: 0
Rule 29: 4771292427, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 0
Rule 30: 2817752a41, Class:  0, CF:0.494992, Len: 10, Fitness_tra: 0
Rule 31: bc71c9241b, Class:  1, CF:0.993997, Len: 10, Fitness_tra: 0
Rule 32: 4221131511, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 112151b257, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 4241112214, Class:  1, CF:0.992366, Len: 10, Fitness_tra: 0
Rule 35: b571157214, Class:  1, CF:0.995253, Len: 10, Fitness_tra: 0
Rule 36: b47bc3bbb7, Class:  1, CF:0.944104, Len: 10, Fitness_tra: 0
Rule 37: cc449a2d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2171514224, Class:  1, CF:0.999954, Len: 10, Fitness_tra: 0
