------Generation 0------
Rule  1: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472152144, Class:  2, CF:0.798858, Len: 10, Fitness_tra: 0
Rule 62: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 65: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 66: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 121ba62b41, Class:  4, CF:0.954959, Len: 10, Fitness_tra: -1
Rule 69: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 70: 112253b271, Class:  2, CF:0.99723, Len: 10, Fitness_tra: -4
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 73: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 74: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 75: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 22b1117714, Class:  4, CF:0.226377, Len: 10, Fitness_tra: -153
Rule 83: 48475971b7, Class:  1, CF:0.658732, Len: 10, Fitness_tra: 0
Rule 84: 74b1134724, Class:  4, CF:0.925472, Len: 10, Fitness_tra: 6
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 222b2f1227, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2b173a7741, Class:  4, CF:0.990923, Len: 10, Fitness_tra: 0
Rule 89: b22b2c74b2, Class:  2, CF:0.623667, Len: 10, Fitness_tra: 0
Rule 90: 2b716a272b, Class:  4, CF:0.996523, Len: 10, Fitness_tra: 0
Rule 91: ebb24e74b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 4
Rule 93: 001205b100, Class:  1, CF:0.988199, Len:  5, Fitness_tra: -3463
Rule 94: 445188717b, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 100b461148, Class:  4, CF:0.999704, Len:  8, Fitness_tra: 0
Rule 96: 0b00002107, Class:  2, CF:0.798901, Len:  4, Fitness_tra: 139
Rule 97: 441c9e7bb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 4211622224, Class:  2, CF:0.575814, Len: 10, Fitness_tra: 231
Rule 99: 624436711b, Class:  4, CF:0.931251, Len: 10, Fitness_tra: 0
Rule100: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.55
------Result------
Miss_rate(tra)	:98.55
Miss_rate(tst)	:93.3272
ARL				:9.75

------Generation 10------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 1197
Rule  2: 4211622224, Class:  2, CF:0.575814, Len: 10, Fitness_tra: 235
Rule  3: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 150
Rule  4: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 130
Rule  5: 0b00002107, Class:  2, CF:0.798901, Len:  4, Fitness_tra: -866
Rule  6: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 99
Rule  7: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 3
Rule  8: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 58
Rule  9: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 27
Rule 10: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 10
Rule 11: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 9
Rule 12: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 12
Rule 13: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 14: 74b1134724, Class:  4, CF:0.925472, Len: 10, Fitness_tra: -11
Rule 15: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 4
Rule 16: 274b61b1b2, Class:  4, CF:0.99837, Len: 10, Fitness_tra: 0
Rule 17: 1412997b44, Class:  1, CF:0.556633, Len: 10, Fitness_tra: 0
Rule 18: 2c1119424b, Class:  2, CF:0.975975, Len: 10, Fitness_tra: 0
Rule 19: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 1
Rule 20: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 1
Rule 21: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 0
Rule 22: 4b27a12147, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 23: 22bb59bb47, Class:  1, CF:0.602962, Len: 10, Fitness_tra: 0
Rule 24: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 214781747b, Class:  2, CF:0.994615, Len: 10, Fitness_tra: 0
Rule 27: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 30: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 31: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 33: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 35: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 38: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 45: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 46: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: bb42a17147, Class:  4, CF:0.999617, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 50: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 51: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 52: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 55: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 0
Rule 57: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 58: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 59: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472152144, Class:  2, CF:0.798858, Len: 10, Fitness_tra: 0
Rule 62: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 65: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 66: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 71: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 72: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 73: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 48475971b7, Class:  1, CF:0.658732, Len: 10, Fitness_tra: 0
Rule 81: 4321214212, Class:  2, CF:0.963637, Len: 10, Fitness_tra: 2
Rule 82: 1112224111, Class:  1, CF:0.981336, Len: 10, Fitness_tra: -1618
Rule 83: 72b2251777, Class:  2, CF:0.314721, Len: 10, Fitness_tra: -9
Rule 84: 72475e2772, Class:  1, CF:0.472626, Len: 10, Fitness_tra: 0
Rule 85: 24248e1447, Class:  2, CF:0.98879, Len: 10, Fitness_tra: 1
Rule 86: bfb259174b, Class:  2, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 87: 77178ab7b7, Class:  4, CF:0.977309, Len: 10, Fitness_tra: 0
Rule 88: 77471a4144, Class:  4, CF:0.999743, Len: 10, Fitness_tra: 0
Rule 89: 481b217b17, Class:  4, CF:0.386288, Len: 10, Fitness_tra: 0
Rule 90: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 2
Rule 91: 1d7b117b44, Class:  4, CF:0.800951, Len: 10, Fitness_tra: -3
Rule 92: 7400e62421, Class:  3, CF:  1, Len:  8, Fitness_tra: 0
Rule 93: 114bca11cb, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: ebb24e74b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 484259bb44, Class:  1, CF:0.530949, Len: 10, Fitness_tra: 0
Rule 96: a940167200, Class:  4, CF:0.972593, Len:  7, Fitness_tra: 0
Rule 97: 0c00401042, Class:  2, CF:0.547305, Len:  5, Fitness_tra: -201
Rule 98: 42b1152b24, Class:  2, CF:0.759897, Len: 10, Fitness_tra: 7
Rule 99: 22116e22c4, Class:  2, CF:0.504497, Len: 10, Fitness_tra: 0
Rule100: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.4228
------Result------
Miss_rate(tra)	:98.4228
Miss_rate(tst)	:92.9616
ARL				:9.71233

------Generation 20------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 2142
Rule  2: 4211622224, Class:  2, CF:0.575814, Len: 10, Fitness_tra: -3
Rule  3: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 175
Rule  4: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 216
Rule  5: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 106
Rule  6: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 103
Rule  7: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 65
Rule  8: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 59
Rule  9: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 2
Rule 10: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 17
Rule 11: 42b1152b24, Class:  2, CF:0.759897, Len: 10, Fitness_tra: 110
Rule 12: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 18
Rule 13: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 214
Rule 14: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 26
Rule 15: 4321214212, Class:  2, CF:0.963637, Len: 10, Fitness_tra: 837
Rule 16: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 47
Rule 18: 24248e1447, Class:  2, CF:0.98879, Len: 10, Fitness_tra: -149
Rule 19: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 1
Rule 20: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 58
Rule 22: 4b27a12147, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 23: 22bb59bb47, Class:  1, CF:0.602962, Len: 10, Fitness_tra: 0
Rule 24: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 214781747b, Class:  2, CF:0.994615, Len: 10, Fitness_tra: -1
Rule 27: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 30: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 31: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 33: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 35: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 38: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 45: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 46: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: bb42a17147, Class:  4, CF:0.999617, Len: 10, Fitness_tra: -18
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 50: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 51: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 52: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 55: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 10
Rule 57: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 58: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 59: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472152144, Class:  2, CF:0.798858, Len: 10, Fitness_tra: -1
Rule 62: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 65: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 66: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 71: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 72: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 73: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4157c54362, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71bb9a24b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 28c4d34111, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 48475971b7, Class:  1, CF:0.658732, Len: 10, Fitness_tra: 1
Rule 81: 27175ebbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 14b166242b, Class:  4, CF:0.999798, Len: 10, Fitness_tra: 0
Rule 83: 2b7b23b124, Class:  4, CF:0.217014, Len: 10, Fitness_tra: 0
Rule 84: 747228214b, Class:  2, CF:0.801778, Len: 10, Fitness_tra: -300
Rule 85: 11713fb141, Class:  4, CF:0.967791, Len: 10, Fitness_tra: 1
Rule 86: 2172af424b, Class:  4, CF:0.999876, Len: 10, Fitness_tra: 0
Rule 87: 2b4216444b, Class:  4, CF:0.999891, Len: 10, Fitness_tra: 0
Rule 88: 4221b24118, Class:  2, CF:0.110937, Len: 10, Fitness_tra: 0
Rule 89: 2422254727, Class:  2, CF:0.874327, Len: 10, Fitness_tra: 0
Rule 90: 111b242115, Class:  2, CF:0.565865, Len: 10, Fitness_tra: 0
Rule 91: 254117b174, Class:  4, CF:0.586405, Len: 10, Fitness_tra: -2
Rule 92: 114b697114, Class:  0, CF:0.00505904, Len: 10, Fitness_tra: 894
Rule 93: 4cb1192b24, Class:  2, CF:0.957532, Len: 10, Fitness_tra: -2
Rule 94: a428fd7b6b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 100246174a, Class:  4, CF:0.920277, Len:  8, Fitness_tra: -67
Rule 96: 00000e0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 71b19a14b7, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 72b2952577, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 050b101004, Class:  0, CF:0.0749333, Len:  5, Fitness_tra: -1099
Rule100: 7174f1b8db, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:85.4744
------Result------
Miss_rate(tra)	:85.4744
Miss_rate(tst)	:66.4534
ARL				:9.82857

------Generation 30------
Rule  1: a400f11b2a, Class:  4, CF:0.955015, Len:  8, Fitness_tra: 2142
Rule  2: 4211622224, Class:  2, CF:0.575814, Len: 10, Fitness_tra: -3
Rule  3: 1000461b42, Class:  4, CF:0.999451, Len:  7, Fitness_tra: 175
Rule  4: 4421822212, Class:  2, CF:0.998583, Len: 10, Fitness_tra: 216
Rule  5: 42413a1b4b, Class:  4, CF:0.999959, Len: 10, Fitness_tra: 106
Rule  6: b171e1117b, Class:  2, CF:0.995781, Len: 10, Fitness_tra: 103
Rule  7: 244111b477, Class:  2, CF:0.0654225, Len: 10, Fitness_tra: 65
Rule  8: 712119b718, Class:  2, CF:0.985551, Len: 10, Fitness_tra: 59
Rule  9: 115b1211c1, Class:  4, CF:0.928928, Len: 10, Fitness_tra: 2
Rule 10: 15c1811d31, Class:  2, CF:  1, Len: 10, Fitness_tra: 17
Rule 11: 42b1152b24, Class:  2, CF:0.759897, Len: 10, Fitness_tra: 110
Rule 12: 92b1311b41, Class:  3, CF:  1, Len: 10, Fitness_tra: 18
Rule 13: b1b11e2444, Class:  2, CF:0.999445, Len: 10, Fitness_tra: 214
Rule 14: 2b47f11772, Class:  4, CF:0.999956, Len: 10, Fitness_tra: 26
Rule 15: 4321214212, Class:  2, CF:0.963637, Len: 10, Fitness_tra: 837
Rule 16: 157b11d114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 72b2152b21, Class:  1, CF:0.613619, Len: 10, Fitness_tra: 47
Rule 18: 24248e1447, Class:  2, CF:0.98879, Len: 10, Fitness_tra: -149
Rule 19: 1bb2fa1b17, Class:  4, CF:0.998511, Len: 10, Fitness_tra: 1
Rule 20: 29b161edb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 121b697424, Class:  0, CF:0.424689, Len: 10, Fitness_tra: 58
Rule 22: 4b27a12147, Class:  4, CF:0.99985, Len: 10, Fitness_tra: 0
Rule 23: 22bb59bb47, Class:  1, CF:0.602962, Len: 10, Fitness_tra: 0
Rule 24: 15bb91a11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 28cb91b554, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 214781747b, Class:  2, CF:0.994615, Len: 10, Fitness_tra: -1
Rule 27: 2678827212, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: b2745fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7944167277, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 0
Rule 30: 2b12164427, Class:  4, CF:0.999256, Len: 10, Fitness_tra: 0
Rule 31: 42755f4d7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2242bd2bb4, Class:  4, CF:0.627164, Len: 10, Fitness_tra: 0
Rule 33: 231d5d2144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 7412f6b421, Class:  4, CF:0.992652, Len: 10, Fitness_tra: 0
Rule 35: 487221bbb4, Class:  4, CF:0.790847, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 72b483222b, Class:  2, CF:0.995885, Len: 10, Fitness_tra: 0
Rule 38: 2122514188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 42258a124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7a2211b772, Class:  4, CF:0.286518, Len: 10, Fitness_tra: 0
Rule 45: 1212561b77, Class:  3, CF:0.440385, Len: 10, Fitness_tra: 0
Rule 46: b1241e28c7, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: bb42a17147, Class:  4, CF:0.999617, Len: 10, Fitness_tra: -18
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 272bf1b212, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 50: 4174fab144, Class:  4, CF:0.999568, Len: 10, Fitness_tra: 0
Rule 51: 272b91b2b2, Class:  2, CF:0.992296, Len: 10, Fitness_tra: 0
Rule 52: 4412191bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 4b2bf142b2, Class:  4, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 55: 22143fbe38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 44129e7bb4, Class:  1, CF:0.412987, Len: 10, Fitness_tra: 10
Rule 57: 717451b2bb, Class:  2, CF:0.979297, Len: 10, Fitness_tra: 0
Rule 58: bb14662124, Class:  4, CF:0.998733, Len: 10, Fitness_tra: 0
Rule 59: 4abdd31747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472152144, Class:  2, CF:0.798858, Len: 10, Fitness_tra: -1
Rule 62: 114b217b72, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: bbb24e74b4, Class:  2, CF:0.99718, Len: 10, Fitness_tra: 0
Rule 65: b4bbf14221, Class:  4, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 66: 47711142b1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71288d7b2b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 2147fab2b1, Class:  4, CF:0.998914, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b4129e2477, Class:  2, CF:0.622256, Len: 10, Fitness_tra: 0
Rule 71: 7122d344bb, Class:  2, CF:0.999073, Len: 10, Fitness_tra: 0
Rule 72: 224436711b, Class:  4, CF:0.994373, Len: 10, Fitness_tra: 0
Rule 73: 1151597661, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
