------Generation 0------
Rule  1: b221ff471b, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 24
Rule 80: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: 0
Rule 81: 242b2a14b1, Class:  4, CF:0.999841, Len: 10, Fitness_tra: -2
Rule 82: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 83: 1422557441, Class:  2, CF:0.544063, Len: 10, Fitness_tra: -9
Rule 84: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 85: 1424191144, Class:  2, CF:0.0535323, Len: 10, Fitness_tra: -379
Rule 86: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: bb47631b44, Class:  4, CF:0.999383, Len: 10, Fitness_tra: 487
Rule 90: 1b2483b211, Class:  2, CF:0.749216, Len: 10, Fitness_tra: -258
Rule 91: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 17411e7271, Class:  2, CF:0.989105, Len: 10, Fitness_tra: 2
Rule 93: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 2
Rule 94: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: -1
Rule 95: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 207
Rule 96: 1777257147, Class:  2, CF:0.877148, Len: 10, Fitness_tra: -55
Rule 97: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 0
Rule 98: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 99: 712119b141, Class:  2, CF:0.968854, Len: 10, Fitness_tra: -982
Rule100: 227713214b, Class:  4, CF:0.943971, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.8247
------Result------
Miss_rate(tra)	:98.8247
Miss_rate(tst)	:94.6984
ARL				:9.90476

------Generation 9------
Rule  1: b221ff471b, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 24
Rule  2: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule  3: b2211f7774, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 132
Rule  4: 1142512112, Class:  2, CF:0.160202, Len: 10, Fitness_tra: -6
Rule  5: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 0
Rule  6: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule  7: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule  8: 11b1c514b4, Class:  2, CF:0.983378, Len: 10, Fitness_tra: -144
Rule  9: 777b614b41, Class:  4, CF:0.997515, Len: 10, Fitness_tra: -17
Rule 10: b57412421b, Class:  2, CF:0.710047, Len: 10, Fitness_tra: 6
Rule 11: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 12: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 13: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 24
Rule 14: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 18: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 19: 271bf617b2, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 287
Rule 20: 18122d47b7, Class:  1, CF:0.485616, Len: 10, Fitness_tra: 175
Rule 21: 422b2b1bb4, Class:  4, CF:0.992626, Len: 10, Fitness_tra: 92
Rule 22: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 1244314181, Class:  2, CF:0.905802, Len: 10, Fitness_tra: 7
Rule 24: b741437b44, Class:  4, CF:0.903722, Len: 10, Fitness_tra: 30
Rule 25: 277263b242, Class:  4, CF:0.998636, Len: 10, Fitness_tra: 0
Rule 26: 42214174b2, Class:  4, CF:0.0627519, Len: 10, Fitness_tra: -1
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 30: b171214bbb, Class:  2, CF:0.295313, Len: 10, Fitness_tra: 127
Rule 31: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 32: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 184bc9b71b, Class:  0, CF:0.553924, Len: 10, Fitness_tra: 0
Rule 34: 118b112112, Class:  4, CF:0.802143, Len: 10, Fitness_tra: 2
Rule 35: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 36: 44215db111, Class:  2, CF:0.977582, Len: 10, Fitness_tra: -1035
Rule 37: 127223172b, Class:  4, CF:0.817418, Len: 10, Fitness_tra: -108
Rule 38: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 31
Rule 39: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 40: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 41: b742717114, Class:  2, CF:0.200714, Len: 10, Fitness_tra: -154
Rule 42: b175117411, Class:  1, CF:0.999912, Len: 10, Fitness_tra: -1
Rule 43: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 44: 1714817722, Class:  2, CF:0.957862, Len: 10, Fitness_tra: -18
Rule 45: 7214f17144, Class:  4, CF:0.996445, Len: 10, Fitness_tra: 552
Rule 46: 1541d572bb, Class:  1, CF:0.547106, Len: 10, Fitness_tra: 4
Rule 47: 147242b122, Class:  2, CF:0.829317, Len: 10, Fitness_tra: -90
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 444b221747, Class:  2, CF:0.811552, Len: 10, Fitness_tra: -316
Rule 51: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 649
Rule 52: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 55: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 56: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11175574b1, Class:  1, CF:0.561743, Len: 10, Fitness_tra: -253
Rule 59: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 60: 47bb5eb112, Class:  2, CF:0.905813, Len: 10, Fitness_tra: 0
Rule 61: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 62: 411723247b, Class:  4, CF:0.686707, Len: 10, Fitness_tra: -5
Rule 63: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 65: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 330
Rule 67: 7b17717442, Class:  2, CF:0.936151, Len: 10, Fitness_tra: 6
Rule 68: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1422ee1b42, Class:  0, CF:0.236146, Len: 10, Fitness_tra: 0
Rule 70: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 71: b14b5e4121, Class:  2, CF:0.902934, Len: 10, Fitness_tra: -2
Rule 72: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 73: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 74: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 78: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 79: 2c111911b2, Class:  4, CF:0.19222, Len: 10, Fitness_tra: -116
Rule 80: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: 0
Rule 81: 242b2a14b1, Class:  4, CF:0.999841, Len: 10, Fitness_tra: -2
Rule 82: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 83: 1422557441, Class:  2, CF:0.544063, Len: 10, Fitness_tra: -9
Rule 84: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 85: 1424191144, Class:  2, CF:0.0535323, Len: 10, Fitness_tra: -379
Rule 86: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: bb47631b44, Class:  4, CF:0.999383, Len: 10, Fitness_tra: 487
Rule 90: 1b2483b211, Class:  2, CF:0.749216, Len: 10, Fitness_tra: -258
Rule 91: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 17411e7271, Class:  2, CF:0.989105, Len: 10, Fitness_tra: 2
Rule 93: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 2
Rule 94: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: -1
Rule 95: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 207
Rule 96: 1777257147, Class:  2, CF:0.877148, Len: 10, Fitness_tra: -55
Rule 97: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 0
Rule 98: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 99: 712119b141, Class:  2, CF:0.968854, Len: 10, Fitness_tra: -982
Rule100: 227713214b, Class:  4, CF:0.943971, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.8247
------Result------
Miss_rate(tra)	:98.8247
Miss_rate(tst)	:94.6984
ARL				:9.90476

------Generation 10------
Rule  1: b221ff471b, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 24
Rule  2: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule  3: b2211f7774, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 132
Rule  4: 1142512112, Class:  2, CF:0.160202, Len: 10, Fitness_tra: -6
Rule  5: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 0
Rule  6: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule  7: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule  8: 11b1c514b4, Class:  2, CF:0.983378, Len: 10, Fitness_tra: -144
Rule  9: 777b614b41, Class:  4, CF:0.997515, Len: 10, Fitness_tra: -17
Rule 10: b57412421b, Class:  2, CF:0.710047, Len: 10, Fitness_tra: 6
Rule 11: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 12: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 13: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 24
Rule 14: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 18: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 19: 271bf617b2, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 287
Rule 20: 18122d47b7, Class:  1, CF:0.485616, Len: 10, Fitness_tra: 175
Rule 21: 422b2b1bb4, Class:  4, CF:0.992626, Len: 10, Fitness_tra: 92
Rule 22: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 1244314181, Class:  2, CF:0.905802, Len: 10, Fitness_tra: 7
Rule 24: b741437b44, Class:  4, CF:0.903722, Len: 10, Fitness_tra: 30
Rule 25: 277263b242, Class:  4, CF:0.998636, Len: 10, Fitness_tra: 0
Rule 26: 42214174b2, Class:  4, CF:0.0627519, Len: 10, Fitness_tra: -1
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 30: b171214bbb, Class:  2, CF:0.295313, Len: 10, Fitness_tra: 127
Rule 31: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 32: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 184bc9b71b, Class:  0, CF:0.553924, Len: 10, Fitness_tra: 0
Rule 34: 118b112112, Class:  4, CF:0.802143, Len: 10, Fitness_tra: 2
Rule 35: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 36: 44215db111, Class:  2, CF:0.977582, Len: 10, Fitness_tra: -1035
Rule 37: 127223172b, Class:  4, CF:0.817418, Len: 10, Fitness_tra: -108
Rule 38: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 31
Rule 39: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 40: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 41: b742717114, Class:  2, CF:0.200714, Len: 10, Fitness_tra: -154
Rule 42: b175117411, Class:  1, CF:0.999912, Len: 10, Fitness_tra: -1
Rule 43: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 44: 1714817722, Class:  2, CF:0.957862, Len: 10, Fitness_tra: -18
Rule 45: 7214f17144, Class:  4, CF:0.996445, Len: 10, Fitness_tra: 552
Rule 46: 1541d572bb, Class:  1, CF:0.547106, Len: 10, Fitness_tra: 4
Rule 47: 147242b122, Class:  2, CF:0.829317, Len: 10, Fitness_tra: -90
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 444b221747, Class:  2, CF:0.811552, Len: 10, Fitness_tra: -316
Rule 51: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 649
Rule 52: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 55: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 56: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11175574b1, Class:  1, CF:0.561743, Len: 10, Fitness_tra: -253
Rule 59: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 60: 47bb5eb112, Class:  2, CF:0.905813, Len: 10, Fitness_tra: 0
Rule 61: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 62: 411723247b, Class:  4, CF:0.686707, Len: 10, Fitness_tra: -5
Rule 63: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 65: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 330
Rule 67: 7b17717442, Class:  2, CF:0.936151, Len: 10, Fitness_tra: 6
Rule 68: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 1422ee1b42, Class:  0, CF:0.236146, Len: 10, Fitness_tra: 0
Rule 70: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 71: b14b5e4121, Class:  2, CF:0.902934, Len: 10, Fitness_tra: -2
Rule 72: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 73: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 74: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 78: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 79: 2c111911b2, Class:  4, CF:0.19222, Len: 10, Fitness_tra: -116
Rule 80: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: 0
Rule 81: 242b2a14b1, Class:  4, CF:0.999841, Len: 10, Fitness_tra: -2
Rule 82: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 83: 1422557441, Class:  2, CF:0.544063, Len: 10, Fitness_tra: -9
Rule 84: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 85: 1424191144, Class:  2, CF:0.0535323, Len: 10, Fitness_tra: -379
Rule 86: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: bb47631b44, Class:  4, CF:0.999383, Len: 10, Fitness_tra: 487
Rule 90: 1b2483b211, Class:  2, CF:0.749216, Len: 10, Fitness_tra: -258
Rule 91: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 17411e7271, Class:  2, CF:0.989105, Len: 10, Fitness_tra: 2
Rule 93: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 2
Rule 94: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: -1
Rule 95: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 207
Rule 96: 1777257147, Class:  2, CF:0.877148, Len: 10, Fitness_tra: -55
Rule 97: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 0
Rule 98: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 99: 712119b141, Class:  2, CF:0.968854, Len: 10, Fitness_tra: -982
Rule100: 227713214b, Class:  4, CF:0.943971, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.8247
------Result------
Miss_rate(tra)	:98.8247
Miss_rate(tst)	:94.6984
ARL				:9.90476

------Generation 20------
Rule  1: 3b2b1317b1, Class:  4, CF:0.919091, Len: 10, Fitness_tra: 5
Rule  2: 0741407b44, Class:  2, CF:0.80768, Len:  8, Fitness_tra: 450
Rule  3: b4b16f112b, Class:  4, CF:0.999826, Len: 10, Fitness_tra: 21
Rule  4: b141227428, Class:  2, CF:0.995492, Len: 10, Fitness_tra: 305
Rule  5: 72119e1244, Class:  2, CF:0.996055, Len: 10, Fitness_tra: 280
Rule  6: 2070084720, Class:  2, CF:0.979024, Len:  6, Fitness_tra: 375
Rule  7: b4216f142b, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 18
Rule  8: b2211f7774, Class:  4, CF:0.999999, Len: 10, Fitness_tra: 0
Rule  9: 422b2b1bb4, Class:  4, CF:0.992626, Len: 10, Fitness_tra: 0
Rule 10: 27b1aa7114, Class:  4, CF:0.996228, Len: 10, Fitness_tra: -1
Rule 11: 0080500000, Class:  2, CF:  1, Len:  2, Fitness_tra: 33
Rule 12: bb47631b44, Class:  4, CF:0.999383, Len: 10, Fitness_tra: 0
Rule 13: b7b191b24b, Class:  2, CF:0.999954, Len: 10, Fitness_tra: 13
Rule 14: 18122d47b7, Class:  1, CF:0.485616, Len: 10, Fitness_tra: 325
Rule 15: b57412421b, Class:  2, CF:0.710047, Len: 10, Fitness_tra: 7
Rule 16: 1244314181, Class:  2, CF:0.905802, Len: 10, Fitness_tra: 2
Rule 17: 7b17717442, Class:  2, CF:0.936151, Len: 10, Fitness_tra: 0
Rule 18: 271bf617b2, Class:  4, CF:0.999814, Len: 10, Fitness_tra: 0
Rule 19: 11b8d57124, Class:  1, CF:  1, Len: 10, Fitness_tra: 9
Rule 20: 1541d572bb, Class:  1, CF:0.547106, Len: 10, Fitness_tra: 5
Rule 21: 184bc9b71b, Class:  0, CF:0.553924, Len: 10, Fitness_tra: -3
Rule 22: 118b112112, Class:  4, CF:0.802143, Len: 10, Fitness_tra: 0
Rule 23: 261b71b277, Class:  2, CF:0.981096, Len: 10, Fitness_tra: 0
Rule 24: 271b71b272, Class:  2, CF:0.708135, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 227713214b, Class:  4, CF:0.943971, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: c8cb512584, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 221b192727, Class:  2, CF:0.441717, Len: 10, Fitness_tra: 0
Rule 30: 72b228b1b2, Class:  2, CF:0.645646, Len: 10, Fitness_tra: 0
Rule 31: 2272184727, Class:  2, CF:0.894163, Len: 10, Fitness_tra: 0
Rule 32: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4b243a411b, Class:  4, CF:0.991833, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 474b1322b7, Class:  4, CF:0.965929, Len: 10, Fitness_tra: 0
Rule 36: 717b132b72, Class:  4, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 37: b7b41f72b7, Class:  4, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 38: 1172bc77b7, Class:  2, CF:0.131169, Len: 10, Fitness_tra: 0
Rule 39: 274766272b, Class:  4, CF:0.999951, Len: 10, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 42b4ea724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7177334474, Class:  4, CF:0.984185, Len: 10, Fitness_tra: 0
Rule 43: 1717537722, Class:  2, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b2b7934214, Class:  3, CF:0.50002, Len: 10, Fitness_tra: 0
Rule 46: 212423bbb2, Class:  4, CF:0.982425, Len: 10, Fitness_tra: 0
Rule 47: b127c57742, Class:  2, CF:0.992825, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 42bb1d4b7b, Class:  2, CF:0.306291, Len: 10, Fitness_tra: 0
Rule 50: 47bb5eb112, Class:  2, CF:0.905813, Len: 10, Fitness_tra: 0
Rule 51: 2117114724, Class:  2, CF:0.108173, Len: 10, Fitness_tra: 0
Rule 52: 12b86a44b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71271eb722, Class:  2, CF:0.959802, Len: 10, Fitness_tra: 0
Rule 54: 1517b17727, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2b221324b1, Class:  4, CF:0.888256, Len: 10, Fitness_tra: 0
Rule 56: 4111514e15, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 1747531724, Class:  2, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 58: 12773f444b, Class:  4, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 59: 7272d5b174, Class:  2, CF:0.755138, Len: 10, Fitness_tra: 0
Rule 60: 712225b41b, Class:  2, CF:0.974234, Len: 10, Fitness_tra: 0
Rule 61: 0000b0000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7217da2172, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b4b73f2b12, Class:  4, CF:0.998792, Len: 10, Fitness_tra: 0
Rule 65: 7421d97722, Class:  2, CF:0.998817, Len: 10, Fitness_tra: 0
Rule 66: b12b26bb21, Class:  4, CF:0.999723, Len: 10, Fitness_tra: 0
Rule 67: b24289b12b, Class:  2, CF:0.829568, Len: 10, Fitness_tra: 0
Rule 68: bc44d52722, Class:  2, CF:0.908483, Len: 10, Fitness_tra: 0
Rule 69: 2cb28db222, Class:  2, CF:0.993077, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: ce87cdbe3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4d148e2444, Class:  2, CF:0.669272, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b7b76a2414, Class:  4, CF:0.998399, Len: 10, Fitness_tra: 0
Rule 75: 4cc7132882, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 424213b247, Class:  2, CF:0.00936362, Len: 10, Fitness_tra: 0
Rule 77: 441bc67441, Class:  1, CF:0.0478729, Len: 10, Fitness_tra: 0
Rule 78: 1b741e7742, Class:  2, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 79: 177b7c2777, Class:  2, CF:0.792323, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 227251747c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 7e711312b2, Class:  4, CF:0.989007, Len: 10, Fitness_tra: -4
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1111157111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 212111247b, Class:  2, CF:0.187507, Len: 10, Fitness_tra: 2
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 77421a1b7b, Class:  4, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 89: 7422834422, Class:  2, CF:0.998313, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b222831427, Class:  2, CF:0.999305, Len: 10, Fitness_tra: 4
Rule 92: 0710f01c02, Class:  4, CF:  1, Len:  6, Fitness_tra: 1
