------Generation 0------
Rule  1: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 60
Rule 62: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 66: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 67: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 4bb76f2722, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b1236744b, Class:  4, CF:0.99222, Len: 10, Fitness_tra: 0
Rule 79: 4c4b5d7744, Class:  2, CF:0.968866, Len: 10, Fitness_tra: 0
Rule 80: 7127e64221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: cc149a75d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 41141622b4, Class:  4, CF:0.997027, Len: 10, Fitness_tra: 0
Rule 83: b474124124, Class:  2, CF:0.723688, Len: 10, Fitness_tra: -8
Rule 84: 1747eeb4b7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1a7888bb14, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 1111132428, Class:  4, CF:0.387163, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 78246a121b, Class:  4, CF:0.999536, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 41148d2b22, Class:  2, CF:0.825398, Len: 10, Fitness_tra: 0
Rule 91: 4b21317471, Class:  4, CF:0.484407, Len: 10, Fitness_tra: -235
Rule 92: 12b1164717, Class:  4, CF:0.995575, Len: 10, Fitness_tra: -2
Rule 93: b32129b21b, Class:  2, CF:0.999766, Len: 10, Fitness_tra: -1602
Rule 94: 1471d1b472, Class:  2, CF:0.99627, Len: 10, Fitness_tra: 5
Rule 95: 47740d0b74, Class:  2, CF:0.623413, Len:  8, Fitness_tra: -905
Rule 96: 12475d1772, Class:  1, CF:0.0341184, Len: 10, Fitness_tra: 0
Rule 97: 2004c60b40, Class:  2, CF:0.364276, Len:  6, Fitness_tra: -2
Rule 98: 1c223f7127, Class:  4, CF:0.993297, Len:  0, Fitness_tra: 0
Rule 99: 41b253b122, Class:  2, CF:0.998831, Len: 10, Fitness_tra: 0
Rule100: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1447
------Current------
Miss_rate(tra)	:98.9364
------Result------
Miss_rate(tra)	:98.9364
Miss_rate(tst)	:95.9817
ARL				:9.37838

------Generation 10------
Rule  1: 0012000800, Class:  2, CF:  1, Len:  3, Fitness_tra: 1477
Rule  2: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1377
Rule  3: 1214594727, Class:  1, CF:0.85434, Len: 10, Fitness_tra: -1
Rule  4: 7b7181b474, Class:  2, CF:0.99979, Len: 10, Fitness_tra: 304
Rule  5: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: 253
Rule  6: 1414d171bb, Class:  1, CF:0.499431, Len: 10, Fitness_tra: 0
Rule  7: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 136
Rule  8: 18b2292b71, Class:  1, CF:0.907514, Len: 10, Fitness_tra: 21
Rule  9: b20ba3b004, Class:  4, CF:0.979451, Len:  7, Fitness_tra: 0
Rule 10: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 35
Rule 11: 000488b4d0, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 12: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 7
Rule 13: 1471d1b472, Class:  2, CF:0.99627, Len: 10, Fitness_tra: 0
Rule 14: 7001045402, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 15: 10220d020e, Class:  4, CF:  1, Len:  6, Fitness_tra: 3
Rule 16: 0004487e00, Class:  2, CF:  1, Len:  5, Fitness_tra: 3
Rule 17: b821161147, Class:  4, CF:0.999317, Len: 10, Fitness_tra: 2
Rule 18: 2d524111c2, Class:  4, CF:0.980768, Len: 10, Fitness_tra: 2
Rule 19: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 0
Rule 20: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 21: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 0
Rule 23: 2174ca1b41, Class:  3, CF:0.513941, Len: 10, Fitness_tra: 0
Rule 24: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 25: 8012eb0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 27: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 28: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 122481eb04, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 41: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 42: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 48: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 49: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 50: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 51: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 52: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 55: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 58: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 59: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 62: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 66: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 67: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 4bb76f2722, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b1236744b, Class:  4, CF:0.99222, Len: 10, Fitness_tra: 0
Rule 79: 4c4b5d7744, Class:  2, CF:0.968866, Len: 10, Fitness_tra: 0
Rule 80: 7127e64221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 1b146f741b, Class:  4, CF:0.724914, Len: 10, Fitness_tra: 0
Rule 82: 2271114111, Class:  4, CF:0.254572, Len: 10, Fitness_tra: -298
Rule 83: 7b7258b721, Class:  2, CF:0.998689, Len: 10, Fitness_tra: 0
Rule 84: 2357254112, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: b4125e7221, Class:  2, CF:0.84842, Len: 10, Fitness_tra: -6
Rule 86: 2581114995, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 41121912bb, Class:  2, CF:0.772656, Len: 10, Fitness_tra: 41
Rule 88: 135781b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b712111b14, Class:  4, CF:0.205703, Len: 10, Fitness_tra: -590
Rule 90: 2217552124, Class:  1, CF:0.407558, Len: 10, Fitness_tra: 0
Rule 91: 647181b474, Class:  2, CF:0.989464, Len: 10, Fitness_tra: 153
Rule 92: 0060000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 10030a7010, Class:  4, CF:0.0532883, Len:  5, Fitness_tra: -17
Rule 94: 11241e2258, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: b20186b7b0, Class:  2, CF:0.969615, Len:  8, Fitness_tra: 0
Rule 96: b17b3a1be7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b0b04302b7, Class:  4, CF:0.815366, Len:  7, Fitness_tra: -77
Rule 98: 1004104120, Class:  1, CF:0.785281, Len:  6, Fitness_tra: -4481
Rule 99: 12cbd31437, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 12cbd34b39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.5394
------Result------
Miss_rate(tra)	:98.5394
Miss_rate(tst)	:94.0639
ARL				:9.36486

------Generation 20------
Rule  1: 0012000800, Class:  2, CF:  1, Len:  3, Fitness_tra: 1477
Rule  2: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1377
Rule  3: 1214594727, Class:  1, CF:0.85434, Len: 10, Fitness_tra: -1
Rule  4: 7b7181b474, Class:  2, CF:0.99979, Len: 10, Fitness_tra: 304
Rule  5: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: 253
Rule  6: 1414d171bb, Class:  1, CF:0.499431, Len: 10, Fitness_tra: 0
Rule  7: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 136
Rule  8: 18b2292b71, Class:  1, CF:0.907514, Len: 10, Fitness_tra: 21
Rule  9: b20ba3b004, Class:  4, CF:0.979451, Len:  7, Fitness_tra: 0
Rule 10: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 35
Rule 11: 000488b4d0, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 12: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 7
Rule 13: 1471d1b472, Class:  2, CF:0.99627, Len: 10, Fitness_tra: 0
Rule 14: 7001045402, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 15: 10220d020e, Class:  4, CF:  1, Len:  6, Fitness_tra: 3
Rule 16: 0004487e00, Class:  2, CF:  1, Len:  5, Fitness_tra: 3
Rule 17: b821161147, Class:  4, CF:0.999317, Len: 10, Fitness_tra: 2
Rule 18: 2d524111c2, Class:  4, CF:0.980768, Len: 10, Fitness_tra: 2
Rule 19: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 0
Rule 20: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 21: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 0
Rule 23: 2174ca1b41, Class:  3, CF:0.513941, Len: 10, Fitness_tra: 0
Rule 24: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 25: 8012eb0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 27: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 28: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 122481eb04, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 41: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 42: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 48: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 49: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 50: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 51: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 52: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 55: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 58: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 59: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 62: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 66: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 67: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 4bb76f2722, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7b1236744b, Class:  4, CF:0.99222, Len: 10, Fitness_tra: 0
Rule 79: 4c4b5d7744, Class:  2, CF:0.968866, Len: 10, Fitness_tra: 0
Rule 80: 7127e64221, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 1b146f741b, Class:  4, CF:0.724914, Len: 10, Fitness_tra: 0
Rule 82: 2271114111, Class:  4, CF:0.254572, Len: 10, Fitness_tra: -298
Rule 83: 7b7258b721, Class:  2, CF:0.998689, Len: 10, Fitness_tra: 0
Rule 84: 2357254112, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: b4125e7221, Class:  2, CF:0.84842, Len: 10, Fitness_tra: -6
Rule 86: 2581114995, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 41121912bb, Class:  2, CF:0.772656, Len: 10, Fitness_tra: 41
Rule 88: 135781b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b712111b14, Class:  4, CF:0.205703, Len: 10, Fitness_tra: -590
Rule 90: 2217552124, Class:  1, CF:0.407558, Len: 10, Fitness_tra: 0
Rule 91: 647181b474, Class:  2, CF:0.989464, Len: 10, Fitness_tra: 153
Rule 92: 0060000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 10030a7010, Class:  4, CF:0.0532883, Len:  5, Fitness_tra: -17
Rule 94: 11241e2258, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: b20186b7b0, Class:  2, CF:0.969615, Len:  8, Fitness_tra: 0
Rule 96: b17b3a1be7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b0b04302b7, Class:  4, CF:0.815366, Len:  7, Fitness_tra: -77
Rule 98: 1004104120, Class:  1, CF:0.785281, Len:  6, Fitness_tra: -4481
Rule 99: 12cbd31437, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 12cbd34b39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.5394
------Result------
Miss_rate(tra)	:98.5394
Miss_rate(tst)	:94.0639
ARL				:9.36486

------Generation 30------
Rule  1: 001239000b, Class:  0, CF:0.722219, Len:  5, Fitness_tra: 1324
Rule  2: 0012000800, Class:  2, CF:  1, Len:  3, Fitness_tra: 463
Rule  3: 7003061010, Class:  4, CF:0.638543, Len:  5, Fitness_tra: 1205
Rule  4: 7171131412, Class:  4, CF:0.936128, Len: 10, Fitness_tra: -3
Rule  5: 1814117b11, Class:  1, CF:0.808374, Len: 10, Fitness_tra: 578
Rule  6: 11b1214777, Class:  2, CF:0.793834, Len: 10, Fitness_tra: -14
Rule  7: 18b2292b71, Class:  1, CF:0.907514, Len: 10, Fitness_tra: 212
Rule  8: 7411cd4b24, Class:  2, CF:0.976969, Len: 10, Fitness_tra: 10
Rule  9: b20ba3b004, Class:  4, CF:0.979451, Len:  7, Fitness_tra: 0
Rule 10: 7b7181b474, Class:  2, CF:0.99979, Len: 10, Fitness_tra: 0
Rule 11: 7871dd1472, Class:  2, CF:0.996718, Len: 10, Fitness_tra: 0
Rule 12: ca14851a61, Class:  3, CF:  1, Len: 10, Fitness_tra: 5
Rule 13: 15b4812172, Class:  1, CF:0.957475, Len: 10, Fitness_tra: 0
Rule 14: b821161147, Class:  4, CF:0.999317, Len: 10, Fitness_tra: 0
Rule 15: 647181b474, Class:  2, CF:0.989464, Len: 10, Fitness_tra: 0
Rule 16: 0004487e00, Class:  2, CF:  1, Len:  5, Fitness_tra: 3
Rule 17: 2174ca1b41, Class:  3, CF:0.513941, Len: 10, Fitness_tra: 1
Rule 18: 12b4914b24, Class:  1, CF:0.953443, Len: 10, Fitness_tra: 0
Rule 19: 10220d020e, Class:  4, CF:  1, Len:  6, Fitness_tra: 0
Rule 20: bb24487b22, Class:  2, CF:0.996806, Len: 10, Fitness_tra: 0
Rule 21: d2b2247b44, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 2cb13a141b, Class:  4, CF:0.998564, Len: 10, Fitness_tra: 0
Rule 23: 12cbd34b39, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 71b123b7b7, Class:  4, CF:0.840577, Len: 10, Fitness_tra: 0
Rule 25: 8012eb0800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b32b29b222, Class:  2, CF:0.999849, Len: 10, Fitness_tra: 0
Rule 27: 7bbb1f4417, Class:  4, CF:0.994199, Len: 10, Fitness_tra: 0
Rule 28: 1247564717, Class:  3, CF:0.948622, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b414832274, Class:  2, CF:0.846133, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 122481eb04, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 34: 1c223f7127, Class:  4, CF:0.993297, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2422892127, Class:  2, CF:0.95882, Len: 10, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b2bb3342b7, Class:  4, CF:0.983929, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1224512bb2, Class:  1, CF:0.986391, Len: 10, Fitness_tra: 0
Rule 41: b2428521b2, Class:  1, CF:0.610504, Len: 10, Fitness_tra: 0
Rule 42: c112557311, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 71245e2287, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 44: 28279e4d11, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: b21116b7b4, Class:  4, CF:0.999293, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1cb2ff1b77, Class:  4, CF:0.998944, Len: 10, Fitness_tra: 0
Rule 48: b2b78ab271, Class:  1, CF:0.670678, Len: 10, Fitness_tra: 0
Rule 49: 41b253b772, Class:  2, CF:0.994783, Len: 10, Fitness_tra: 0
Rule 50: 427be31147, Class:  2, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 51: b17443712b, Class:  4, CF:0.728694, Len: 10, Fitness_tra: 0
Rule 52: ca52c5bee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 42b2582722, Class:  2, CF:0.122931, Len: 10, Fitness_tra: 0
Rule 55: b821161197, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4c44391915, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 7b71d61427, Class:  3, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 58: 47742e4b74, Class:  2, CF:0.91413, Len: 10, Fitness_tra: 0
Rule 59: 72271127b7, Class:  4, CF:0.785472, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2472184bb4, Class:  4, CF:0.0306519, Len: 10, Fitness_tra: 0
Rule 62: 2c442e2b14, Class:  1, CF:0.0262262, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2776a1271, Class:  4, CF:0.998694, Len: 10, Fitness_tra: 0
Rule 66: 71b113b7b7, Class:  4, CF:0.947592, Len: 10, Fitness_tra: 0
Rule 67: 000488b4d0, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 12cbd3b539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 28bd61b224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1412da7b12, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 48213378d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 4bb76f2722, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
