------Generation 0------
Rule  1: 15512c8dc928512128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 891122551981d14112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8251b2c31811121112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 009000007d70000000, Class:  1, CF:0.0410673, Len:  4, Fitness_tra: 3
Rule 85: c12177218514881121, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 000000002000000003, Class:  2, CF:0.500174, Len:  2, Fitness_tra: -15
Rule 87: 000000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e00000000000000090, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1221111921ccc12591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000000800000c, Class:  3, CF:0.140093, Len:  2, Fitness_tra: 5
Rule 95: 000008000000000000, Class:  0, CF:0.759455, Len:  0, Fitness_tra: 0
Rule 96: 00000030000000e000, Class:  3, CF:0.0186782, Len:  2, Fitness_tra: -3
Rule 97: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5511425541ce161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05004015411211f013, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 12001110010ccc0521, Class:  2, CF:  1, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.6531
------Result------
Miss_rate(tra)	:57.6531
Miss_rate(tst)	:63.5294
ARL				:7.92857

------Generation 10------
Rule  1: 0000000e0000000000, Class:  0, CF:0.305342, Len:  1, Fitness_tra: 21
Rule  2: 0000c0000070000000, Class:  2, CF:0.277992, Len:  2, Fitness_tra: 17
Rule  3: 00c0c0000000000b00, Class:  2, CF:0.41055, Len:  3, Fitness_tra: 13
Rule  4: d000000005000c0020, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule  5: 032000000d00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  6: e00000000020e00000, Class:  2, CF:0.918184, Len:  3, Fitness_tra: -1
Rule  7: 000008000000000000, Class:  0, CF:0.759455, Len:  1, Fitness_tra: 5
Rule  8: 51d2211241c1427113, Class:  2, CF:0.835821, Len: 18, Fitness_tra: 0
Rule  9: c030000005070c0020, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 10: 15512c8dc928512128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000c000000000000, Class:  0, CF:0.0716315, Len:  1, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1854114341128c1212, Class:  2, CF:0.999982, Len: 18, Fitness_tra: 0
Rule 14: 00000000008c000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5152c255c188241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000b0070007b000900, Class:  1, CF:0.224778, Len:  5, Fitness_tra: -1
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 119c8c8515cc8421de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 521417267844c41111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00300c000000002000, Class:  2, CF:0.292517, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 512217b3b877211111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 37: 1135c21c8152111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3115219453d1943259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 936114ec515112115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 88117bc925c4128224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000cc000000000000c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 28111115888c582814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111122c1292c5c471d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 218117c5214c5c1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00d000000000040058, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 218744214514184271, Class:  0, CF:0.849092, Len: 18, Fitness_tra: 0
Rule 51: 12c72b1385115c1127, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d941ccdc12cd88218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2551c18115c4821181, Class:  1, CF:0.607217, Len: 18, Fitness_tra: 0
Rule 56: 116247f1391a351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000b0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0a0000000600000005, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c112cb111c84c42111, Class:  2, CF:0.902839, Len: 18, Fitness_tra: 0
Rule 67: 513121179159921151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00e00c004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1221111121ccc12591, Class:  2, CF:  1, Len: 18, Fitness_tra: 1
Rule 72: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 551142154112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e111471b6311181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0cc0007e000b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 78: 1e15113c9315115319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 891122551981d14112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8251b2c31811121112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 009000007d70000000, Class:  1, CF:0.0410673, Len:  4, Fitness_tra: 3
Rule 85: c12177218514881121, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 000000002000000003, Class:  2, CF:0.500174, Len:  2, Fitness_tra: -15
Rule 87: 000000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e00000000000000090, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1221111921ccc12591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000000800000c, Class:  3, CF:0.140093, Len:  2, Fitness_tra: 5
Rule 95: 000008000000000000, Class:  0, CF:0.759455, Len:  0, Fitness_tra: 0
Rule 96: 00000030000000e000, Class:  3, CF:0.0186782, Len:  2, Fitness_tra: -3
Rule 97: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5511425541ce161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05004015411211f013, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 12001110010ccc0521, Class:  2, CF:  1, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.6531
------Result------
Miss_rate(tra)	:57.6531
Miss_rate(tst)	:63.5294
ARL				:7.92857

------Generation 20------
Rule  1: 0000000e0000000000, Class:  0, CF:0.305342, Len:  1, Fitness_tra: 21
Rule  2: 0000c0000070000000, Class:  2, CF:0.277992, Len:  2, Fitness_tra: 17
Rule  3: 00c0c0000000000b00, Class:  2, CF:0.41055, Len:  3, Fitness_tra: 13
Rule  4: d000000005000c0020, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule  5: 032000000d00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  6: e00000000020e00000, Class:  2, CF:0.918184, Len:  3, Fitness_tra: -1
Rule  7: 000008000000000000, Class:  0, CF:0.759455, Len:  1, Fitness_tra: 5
Rule  8: 51d2211241c1427113, Class:  2, CF:0.835821, Len: 18, Fitness_tra: 0
Rule  9: c030000005070c0020, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 10: 15512c8dc928512128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000c000000000000, Class:  0, CF:0.0716315, Len:  1, Fitness_tra: 0
Rule 12: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1854114341128c1212, Class:  2, CF:0.999982, Len: 18, Fitness_tra: 0
Rule 14: 00000000008c000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5152c255c188241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000b0070007b000900, Class:  1, CF:0.224778, Len:  5, Fitness_tra: -1
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 119c8c8515cc8421de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 521417267844c41111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00300c000000002000, Class:  2, CF:0.292517, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 512217b3b877211111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 37: 1135c21c8152111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3115219453d1943259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 936114ec515112115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 88117bc925c4128224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000cc000000000000c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 28111115888c582814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111122c1292c5c471d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 218117c5214c5c1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00d000000000040058, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 218744214514184271, Class:  0, CF:0.849092, Len: 18, Fitness_tra: 0
Rule 51: 12c72b1385115c1127, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d941ccdc12cd88218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2551c18115c4821181, Class:  1, CF:0.607217, Len: 18, Fitness_tra: 0
Rule 56: 116247f1391a351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000b0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0a0000000600000005, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c112cb111c84c42111, Class:  2, CF:0.902839, Len: 18, Fitness_tra: 0
Rule 67: 513121179159921151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00e00c004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1221111121ccc12591, Class:  2, CF:  1, Len: 18, Fitness_tra: 1
Rule 72: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 551142154112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: e111471b6311181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0cc0007e000b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 78: 1e15113c9315115319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 891122551981d14112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 8251b2c31811121112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 009000007d70000000, Class:  1, CF:0.0410673, Len:  4, Fitness_tra: 3
Rule 85: c12177218514881121, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 86: 000000002000000003, Class:  2, CF:0.500174, Len:  2, Fitness_tra: -15
Rule 87: 000000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e00000000000000090, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1221111921ccc12591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000000000800000c, Class:  3, CF:0.140093, Len:  2, Fitness_tra: 5
Rule 95: 000008000000000000, Class:  0, CF:0.759455, Len:  0, Fitness_tra: 0
Rule 96: 00000030000000e000, Class:  3, CF:0.0186782, Len:  2, Fitness_tra: -3
Rule 97: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5511425541ce161113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05004015411211f013, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 12001110010ccc0521, Class:  2, CF:  1, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.6531
------Result------
Miss_rate(tra)	:57.6531
Miss_rate(tst)	:63.5294
ARL				:7.92857

------Generation 30------
Rule  1: 003000000c00000000, Class:  2, CF:0.299311, Len:  2, Fitness_tra: 35
Rule  2: d000000005000c0020, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule  3: 0000000e0000000000, Class:  0, CF:0.305342, Len:  1, Fitness_tra: 22
Rule  4: 00000000000c009000, Class:  1, CF:0.785331, Len:  2, Fitness_tra: 18
Rule  5: 0000c0000070000000, Class:  2, CF:0.277992, Len:  2, Fitness_tra: 7
Rule  6: 0e000000000c000000, Class:  3, CF:0.289509, Len:  2, Fitness_tra: 14
Rule  7: 032000000d00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 11
Rule  8: 00c0c0000000000b00, Class:  2, CF:0.41055, Len:  3, Fitness_tra: 10
Rule  9: 00d070a00000000000, Class:  0, CF:0.506728, Len:  3, Fitness_tra: 9
Rule 10: 12d81b12cc12211415, Class:  1, CF:0.00983908, Len: 18, Fitness_tra: -2
Rule 11: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 12: 000008000000000000, Class:  0, CF:0.759455, Len:  1, Fitness_tra: 2
Rule 13: b0000000000c000000, Class:  3, CF:0.131869, Len:  2, Fitness_tra: 0
Rule 14: 12001110010ccc0521, Class:  2, CF:  1, Len: 12, Fitness_tra: 0
Rule 15: 000010005b0c000402, Class:  2, CF:  1, Len:  6, Fitness_tra: 0
Rule 16: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 5152c255c188241111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00000300a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 119c8c8515cc8421de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 521417267844c41111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000b00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00300c000000002000, Class:  2, CF:0.292517, Len:  3, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 512217b3b877211111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 37: 1135c21c8152111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3115219453d1943259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 936114ec515112115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 88117bc925c4128224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000cc000000000000c, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000800, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 28111115888c582814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 111122c1292c5c471d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 218117c5214c5c1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00d000000000040058, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 218744214514184271, Class:  0, CF:0.849092, Len: 18, Fitness_tra: 0
Rule 51: 12c72b1385115c1127, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d941ccdc12cd88218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2551c18115c4821181, Class:  1, CF:0.607217, Len: 18, Fitness_tra: 0
Rule 56: 116247f1391a351114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000000b0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0a0000000600000005, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c112cb111c84c42111, Class:  2, CF:0.902839, Len: 18, Fitness_tra: 0
Rule 67: 513121179159921151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00e00c004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000c0000400800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 551142154112111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e111471b6311181184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000008000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
