------Generation 0------
Rule  1: 5a6124e4931152111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 31
Rule 82: 0000b0000700000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 421412c92184dc2811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d09000000d00400000, Class:  1, CF:0.104324, Len:  4, Fitness_tra: 16
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000088000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000000000000e, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21224421c88152c114, Class:  1, CF:0.221712, Len: 18, Fitness_tra: 0
Rule 91: 00d10477097a000100, Class:  0, CF:  1, Len:  9, Fitness_tra: 3
Rule 92: 08358171003b300400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 050000080d80200000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 94: 00d1110d00001111b0, Class:  0, CF:0.319086, Len: 10, Fitness_tra: 18
Rule 95: 209c10b02b0d144105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 8850000105001c08b0, Class:  2, CF:0.995261, Len:  9, Fitness_tra: 0
Rule 97: c1000011500c000811, Class:  3, CF:0.395519, Len:  9, Fitness_tra: -1
Rule 98: 600700000d000c0030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000400800002002100, Class:  1, CF:0.0189535, Len:  5, Fitness_tra: -10
Rule100: 258142cd15221c5612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.9442
------Result------
Miss_rate(tra)	:62.9442
Miss_rate(tst)	:67.0588
ARL				:9.69565

------Generation 10------
Rule  1: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 32
Rule  2: 000000000d000c0030, Class:  2, CF:0.781097, Len:  3, Fitness_tra: 20
Rule  3: 0000007e007b000400, Class:  0, CF:0.121606, Len:  5, Fitness_tra: 18
Rule  4: 219211812422242125, Class:  1, CF:0.679333, Len: 18, Fitness_tra: 0
Rule  5: 15511b11c588d12214, Class:  3, CF:0.357064, Len: 18, Fitness_tra: 0
Rule  6: 858221c52111811117, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  7: 00000000000000e000, Class:  1, CF:0.245283, Len:  1, Fitness_tra: 1
Rule  8: 885772c1154c11187b, Class:  3, CF:0.65573, Len: 18, Fitness_tra: 0
Rule  9: 2b9c10002b00144125, Class:  3, CF:0.240242, Len: 13, Fitness_tra: 0
Rule 10: 050000080d80200000, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 1
Rule 12: 5a6124e4931152111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5118c11dc521823151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 33f11c329159321151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1131115153d1e21581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 81d1115dc58c141185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000500000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151bb185118c822222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 299c121d2118144125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 291c211513188218c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 31
Rule 82: 0000b0000700000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 421412c92184dc2811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d09000000d00400000, Class:  1, CF:0.104324, Len:  4, Fitness_tra: 16
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000088000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000000000000e, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21224421c88152c114, Class:  1, CF:0.221712, Len: 18, Fitness_tra: 0
Rule 91: 00d10477097a000100, Class:  0, CF:  1, Len:  9, Fitness_tra: 3
Rule 92: 08358171003b300400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 050000080d80200000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 94: 00d1110d00001111b0, Class:  0, CF:0.319086, Len: 10, Fitness_tra: 18
Rule 95: 209c10b02b0d144105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 8850000105001c08b0, Class:  2, CF:0.995261, Len:  9, Fitness_tra: 0
Rule 97: c1000011500c000811, Class:  3, CF:0.395519, Len:  9, Fitness_tra: -1
Rule 98: 600700000d000c0030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000400800002002100, Class:  1, CF:0.0189535, Len:  5, Fitness_tra: -10
Rule100: 258142cd15221c5612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:62.9442
------Result------
Miss_rate(tra)	:62.9442
Miss_rate(tst)	:67.0588
ARL				:9.69565

------Generation 20------
Rule  1: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 33
Rule  2: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 28
Rule  3: 050000080d20200000, Class:  0, CF:0.999481, Len:  5, Fitness_tra: 0
Rule  4: 0000007e007b000400, Class:  0, CF:0.121606, Len:  5, Fitness_tra: 19
Rule  5: 1001070042a4000208, Class:  0, CF:0.623219, Len:  9, Fitness_tra: 7
Rule  6: 000000000d000c0030, Class:  2, CF:0.781097, Len:  3, Fitness_tra: 18
Rule  7: d09000000d00400000, Class:  1, CF:0.104324, Len:  4, Fitness_tra: 17
Rule  8: 00d1110d00001111b0, Class:  0, CF:0.319086, Len: 10, Fitness_tra: 0
Rule  9: 000070004000000006, Class:  2, CF:0.546209, Len:  3, Fitness_tra: 11
Rule 10: 50b000001000000000, Class:  2, CF:0.139173, Len:  3, Fitness_tra: 5
Rule 11: 219211812422242125, Class:  1, CF:0.679333, Len: 18, Fitness_tra: 2
Rule 12: 0000e0000000000000, Class:  0, CF:0.720538, Len:  1, Fitness_tra: 3
Rule 13: 00000000000000e000, Class:  1, CF:0.245283, Len:  1, Fitness_tra: 1
Rule 14: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 1
Rule 15: 00d10477097a000100, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 16: 00000000000000c0d2, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1131115153d1e21581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 81d1115dc58c141185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000500000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 151bb185118c822222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 299c121d2118144125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 291c211513188218c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 25144429c111588114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 828c1211411452175e, Class:  1, CF:0.715702, Len: 18, Fitness_tra: 0
Rule 30: 16a1b4f739ea151124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1152c1cd48c4c11119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 931121323111a511c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 121144111212122252, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 003000000400000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 258142cd15221c5112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3661441413e1121c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 54d584c811cc121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 513d4c315311328121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 513d2c92135512d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00000000000000d000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 255121cd4222224211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 46: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: d005008d808c00000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111211dc111523251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000007e7d0b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 281c241518cc872111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000000d00d000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 090000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000002000000090, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 500000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 122421412247241112, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 551181511d81141255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 090800000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 582b2b852111811127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d158c12941c2242891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 82141b217141141136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c1d1481155cc882211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: d59cc2cd4321241811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 020000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 18912125228c121553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 51d52111c841122531, Class:  1, CF:0.302642, Len: 18, Fitness_tra: 0
Rule 74: 13358151155d321111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85224719c584121142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000008d008c000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 0
Rule 78: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 551c148281cc28158d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000c005040080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000080000c000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00e08c0040440c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00300000bd70000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 90: 52d1cb851c82241131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 513d4c305010320121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: c8e121000200121500, Class:  3, CF:0.328629, Len: 11, Fitness_tra: 2
Rule 93: 050000080020000000, Class:  0, CF:0.760626, Len:  3, Fitness_tra: 18
Rule 94: 501000201040041106, Class:  2, CF:0.945684, Len:  9, Fitness_tra: 0
Rule 95: 12240101200720011e, Class:  1, CF:0.360363, Len: 12, Fitness_tra: 1
Rule 96: 80001100c580841085, Class:  1, CF:0.138801, Len: 11, Fitness_tra: -2
Rule 97: 700d00060000000030, Class:  3, CF:0.806495, Len:  4, Fitness_tra: 0
Rule 98: 00d0110d4000111100, Class:  0, CF:0.629831, Len:  9, Fitness_tra: 20
Rule 99: 136167304259d00251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1152c1c04004c10110, Class:  2, CF:0.547962, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.8934
------Result------
Miss_rate(tra)	:42.8934
Miss_rate(tst)	:44.7059
ARL				:7.39286

------Generation 30------
Rule  1: 7000000600000000b0, Class:  3, CF:0.609119, Len:  3, Fitness_tra: 33
Rule  2: 002110a00000300120, Class:  0, CF:0.550477, Len:  7, Fitness_tra: 29
Rule  3: 0000c0000000000000, Class:  2, CF:0.438078, Len:  1, Fitness_tra: 28
Rule  4: 000070004000000006, Class:  2, CF:0.546209, Len:  3, Fitness_tra: 24
Rule  5: d09000000d00400000, Class:  1, CF:0.104324, Len:  4, Fitness_tra: 17
Rule  6: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 14
Rule  7: 050000080020000000, Class:  0, CF:0.760626, Len:  3, Fitness_tra: 13
Rule  8: 00d0110d4000111100, Class:  0, CF:0.629831, Len:  9, Fitness_tra: 13
Rule  9: 50b000001000000000, Class:  2, CF:0.139173, Len:  3, Fitness_tra: 8
Rule 10: 1001070042a4000208, Class:  0, CF:0.623219, Len:  9, Fitness_tra: 8
Rule 11: 000000000d000c0030, Class:  2, CF:0.781097, Len:  3, Fitness_tra: 4
Rule 12: 050600003500000000, Class:  0, CF:0.999547, Len:  4, Fitness_tra: 4
Rule 13: 0000e0000000000000, Class:  0, CF:0.720538, Len:  1, Fitness_tra: 3
Rule 14: 00300000bd70000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 15: 12240101200720011e, Class:  1, CF:0.360363, Len: 12, Fitness_tra: 3
Rule 16: c8e121000200121500, Class:  3, CF:0.328629, Len: 11, Fitness_tra: 3
Rule 17: 00000000000000e000, Class:  1, CF:0.245283, Len:  1, Fitness_tra: 2
Rule 18: 219211812422242125, Class:  1, CF:0.679333, Len: 18, Fitness_tra: -1
Rule 19: 00000c000000000000, Class:  2, CF:0.277778, Len:  1, Fitness_tra: 1
Rule 20: d0d0000801c0021110, Class:  1, CF:0.13296, Len:  9, Fitness_tra: 1
Rule 21: 050000080d20200000, Class:  0, CF:0.999481, Len:  5, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 152117cd42c4111218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 291c211513188218c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
