------Generation 0------
Rule  1: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000003000000002, Class:  0, CF:0.21282, Len:  2, Fitness_tra: 29
Rule 88: d11812558c11541851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 161522329115e42521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11e522515258171155, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 91: 91580c0000c1c11000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d000000b0000000000, Class:  1, CF:0.494267, Len:  0, Fitness_tra: 0
Rule 93: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 25211b13c522d21422, Class:  1, CF:0.438946, Len:  0, Fitness_tra: 0
Rule 95: 00004b000000000010, Class:  1, CF:0.102317, Len:  3, Fitness_tra: 0
Rule 96: 000000000000000003, Class:  0, CF:0.405044, Len:  0, Fitness_tra: 0
Rule 97: 083900012915910105, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00500b000000e000d8, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 000000000000000500, Class:  1, CF:0.364369, Len:  0, Fitness_tra: 0
Rule100: 070000000000080000, Class:  0, CF:0.95399, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.6078
------Result------
Miss_rate(tra)	:41.6078
Miss_rate(tst)	:41.6667
ARL				:5.40625

------Generation 20------
Rule  1: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 71
Rule  2: 000000000000000003, Class:  0, CF:0.405044, Len:  1, Fitness_tra: 71
Rule  3: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 45
Rule  4: 000000003000000002, Class:  0, CF:0.21282, Len:  2, Fitness_tra: 26
Rule  5: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 23
Rule  6: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 20
Rule  7: 700000000000000000, Class:  0, CF:0.159867, Len:  1, Fitness_tra: 17
Rule  8: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 15
Rule  9: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 14
Rule 10: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 11: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 9
Rule 12: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 6
Rule 13: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 6
Rule 14: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 6
Rule 15: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 16: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 3
Rule 17: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 18: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 19: 000b000000b0000000, Class:  0, CF:0.169127, Len:  2, Fitness_tra: 2
Rule 20: 000000000000003000, Class:  0, CF:0.103378, Len:  1, Fitness_tra: 2
Rule 21: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 1
Rule 22: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 23: 000000002050000800, Class:  0, CF:0.657372, Len:  3, Fitness_tra: 0
Rule 24: 131124111511d41221, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e62175215139c5881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1138b4ab3333121114, Class:  1, CF:0.990358, Len: 18, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00f000000000000000, Class:  0, CF:0.0803862, Len:  1, Fitness_tra: 0
Rule 30: 00080b0000c0c00000, Class:  1, CF:0.478332, Len:  4, Fitness_tra: 0
Rule 31: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 33: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 40: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 41: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 54: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 56: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 57: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 60: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 63: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 65: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 66: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 69: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 72: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 80: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 51111125c128122533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000000060000d002, Class:  1, CF:0.046021, Len:  3, Fitness_tra: 0
Rule 83: 5138445cd581e21811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1e1524e7d319127225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d0000b000000080000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 000000000000000002, Class:  1, CF:0.11301, Len:  1, Fitness_tra: 0
Rule 87: 5369111293511212d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000a00002, Class:  0, CF:0.201886, Len:  2, Fitness_tra: 0
Rule 89: 121544181181121113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 90: 000000000000000890, Class:  0, CF:0.533152, Len:  2, Fitness_tra: 5
Rule 91: d00002050cd1d400c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000003000000002, Class:  0, CF:0.21282, Len:  0, Fitness_tra: 0
Rule 93: a011305100d5021019, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000b0010500, Class:  1, CF:0.427535, Len:  3, Fitness_tra: 0
Rule 95: 000000515050171605, Class:  1, CF:0.859308, Len:  9, Fitness_tra: 0
Rule 96: 020000000000000000, Class:  1, CF:0.0409795, Len:  1, Fitness_tra: 0
Rule 97: 11d21beb19e5382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 010000050010104115, Class:  0, CF:0.600684, Len:  8, Fitness_tra: 0
Rule 99: 000000000000050002, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule100: 000000000900000002, Class:  1, CF:0.057968, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.1661
------Result------
Miss_rate(tra)	:41.1661
Miss_rate(tst)	:41.6667
ARL				:5.38235

------Generation 30------
Rule  1: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 72
Rule  2: 000000000000000003, Class:  0, CF:0.405044, Len:  1, Fitness_tra: 68
Rule  3: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 43
Rule  4: 700000000000000000, Class:  0, CF:0.159867, Len:  1, Fitness_tra: 21
Rule  5: 000000003000000002, Class:  0, CF:0.21282, Len:  2, Fitness_tra: 16
Rule  6: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 22
Rule  7: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 17
Rule  8: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 15
Rule  9: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 15
Rule 10: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 11: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 11
Rule 12: 000000000000000e00, Class:  1, CF:0.597899, Len:  1, Fitness_tra: 7
Rule 13: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 6
Rule 14: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 6
Rule 15: 000000000000000890, Class:  0, CF:0.533152, Len:  2, Fitness_tra: 5
Rule 16: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 17: 0e00a0000000000000, Class:  0, CF:0.552887, Len:  2, Fitness_tra: 4
Rule 18: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 3
Rule 19: 000b000000b0000000, Class:  0, CF:0.169127, Len:  2, Fitness_tra: 4
Rule 20: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 3
Rule 21: 00e000000000000880, Class:  1, CF:0.636091, Len:  3, Fitness_tra: 3
Rule 22: 004000000000000000, Class:  0, CF:0.149861, Len:  1, Fitness_tra: 2
Rule 23: 0e0000000500000000, Class:  0, CF:0.275412, Len:  2, Fitness_tra: 2
Rule 24: d000000000000c0000, Class:  0, CF:0.973181, Len:  2, Fitness_tra: 2
Rule 25: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 26: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 27: 000000000000050002, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 28: 000000000000000009, Class:  1, CF:0.152395, Len:  1, Fitness_tra: 1
Rule 29: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 1
Rule 30: 000000000000003000, Class:  0, CF:0.103378, Len:  1, Fitness_tra: 0
Rule 31: 1e38415111d5111c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 25211b13c522d21422, Class:  1, CF:0.438946, Len: 18, Fitness_tra: 0
Rule 33: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 40: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 41: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 54: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 56: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 57: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 60: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 63: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 65: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 66: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 69: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 72: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
Rule 78: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00900b002000000008, Class:  1, CF:0.581545, Len:  4, Fitness_tra: 0
Rule 80: 1030c05413053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 931d12e19955522213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000000000e0, Class:  0, CF:0.399936, Len:  1, Fitness_tra: 5
Rule 83: 0000000e0000000000, Class:  0, CF:0.485325, Len:  1, Fitness_tra: 6
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1c3222525c182183d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 283521111451244119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000008900000, Class:  0, CF:0.094369, Len:  2, Fitness_tra: 0
Rule 88: 00000000060e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 39a11894511131351e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 93f111121353512253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0030c05013053c5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 8e0021110540114253, Class:  0, CF:  1, Len: 14, Fitness_tra: 0
Rule 93: 00eb4b2972c44c0801, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000021400c111891, Class:  0, CF:0.83975, Len: 10, Fitness_tra: 0
Rule 95: 004100003016182102, Class:  0, CF:0.884335, Len: 10, Fitness_tra: 0
Rule 96: 51381151d1d1121711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 08404b018001dc50d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000080000a00000c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 050d80d0008e801009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000b0d0000000d05, Class:  0, CF:0.332763, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.2827
------Result------
Miss_rate(tra)	:40.2827
Miss_rate(tst)	:41.6667
ARL				:5.0625

------Generation 40------
Rule  1: d00000000000000000, Class:  1, CF:0.382943, Len:  1, Fitness_tra: 74
Rule  2: 000000000000000003, Class:  0, CF:0.405044, Len:  1, Fitness_tra: 57
Rule  3: 0c0000000000000000, Class:  0, CF:0.197044, Len:  1, Fitness_tra: 35
Rule  4: 00000000cc00000000, Class:  1, CF:0.432105, Len:  2, Fitness_tra: 22
Rule  5: 700000000000000000, Class:  0, CF:0.159867, Len:  1, Fitness_tra: 9
Rule  6: 00500b000000000008, Class:  1, CF:0.510618, Len:  3, Fitness_tra: 17
Rule  7: 000000003000000002, Class:  0, CF:0.21282, Len:  2, Fitness_tra: 15
Rule  8: 00000000200000000a, Class:  0, CF:0.760757, Len:  2, Fitness_tra: 16
Rule  9: 000000000000000500, Class:  1, CF:0.364369, Len:  1, Fitness_tra: 16
Rule 10: d00000000000d00000, Class:  1, CF:0.487453, Len:  2, Fitness_tra: 15
Rule 11: d000000b0000000000, Class:  1, CF:0.494267, Len:  2, Fitness_tra: 11
Rule 12: 000c00000000000002, Class:  1, CF:0.399323, Len:  2, Fitness_tra: 11
Rule 13: 000000000000000e00, Class:  1, CF:0.597899, Len:  1, Fitness_tra: 7
Rule 14: 000000000000008400, Class:  1, CF:0.322642, Len:  2, Fitness_tra: 7
Rule 15: 0000000e0000000000, Class:  0, CF:0.485325, Len:  1, Fitness_tra: 6
Rule 16: 000000004000000400, Class:  1, CF:0.226268, Len:  2, Fitness_tra: 5
Rule 17: 000000000000000890, Class:  0, CF:0.533152, Len:  2, Fitness_tra: 5
Rule 18: 0000000000000000e0, Class:  0, CF:0.399936, Len:  1, Fitness_tra: 4
Rule 19: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 20: 0e00a0000000000000, Class:  0, CF:0.552887, Len:  2, Fitness_tra: 4
Rule 21: 000b000000b0000000, Class:  0, CF:0.169127, Len:  2, Fitness_tra: 1
Rule 22: 00e000000000000880, Class:  1, CF:0.636091, Len:  3, Fitness_tra: 3
Rule 23: 00900b000000000002, Class:  1, CF:0.559777, Len:  3, Fitness_tra: 3
Rule 24: 0e0000000500000000, Class:  0, CF:0.275412, Len:  2, Fitness_tra: 2
Rule 25: 00000c000004000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 26: 004000000000000000, Class:  0, CF:0.149861, Len:  1, Fitness_tra: 4
Rule 27: 0000000500c0000000, Class:  1, CF:0.428861, Len:  2, Fitness_tra: 1
Rule 28: 00f000003000000300, Class:  0, CF:0.585515, Len:  3, Fitness_tra: 1
Rule 29: 000000000000000009, Class:  1, CF:0.152395, Len:  1, Fitness_tra: 1
Rule 30: 000000000000050002, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 31: 0e0000000500000003, Class:  0, CF:0.982644, Len:  3, Fitness_tra: 0
Rule 32: 000000000000003000, Class:  0, CF:0.103378, Len:  1, Fitness_tra: 0
Rule 33: 1c151c282c88112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1111146419e6651141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2851278dc221551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1d811721451c111521, Class:  0, CF:0.191474, Len: 18, Fitness_tra: 0
Rule 38: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d511411c522141119, Class:  1, CF:0.393767, Len: 18, Fitness_tra: 0
Rule 40: 000c00100000000002, Class:  1, CF:0.347389, Len:  3, Fitness_tra: 0
Rule 41: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 8000007e007bc03000, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 000000000000080dcc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 9e6222915155521125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 16a121673316182122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 19622711131912b985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 553d81d28181821151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e13514e15915915155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 331114511ed9121119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11621b6b19e3382124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000520000000000, Class:  1, CF:0.375539, Len:  2, Fitness_tra: 0
Rule 54: 6315123c51d31111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 81dc21112141114251, Class:  1, CF:0.0314129, Len: 18, Fitness_tra: 0
Rule 56: 112217412221c81122, Class:  0, CF:0.998455, Len: 18, Fitness_tra: 0
Rule 57: 19154c375119141351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0080000040000c0000, Class:  0, CF:0.737599, Len:  3, Fitness_tra: 0
Rule 60: 1112c4c58c11124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 166d12e1535954b559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1214441122c2825811, Class:  1, CF:0.710869, Len: 18, Fitness_tra: 0
Rule 63: ee3212e19153e11421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 115c222111812719d2, Class:  1, CF:0.472736, Len: 18, Fitness_tra: 0
Rule 65: 311112641311121151, Class:  0, CF:0.316686, Len: 18, Fitness_tra: 0
Rule 66: 3ef1123c511d341151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5c87141e7474111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c8524b218181dc4177, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 69: 81cb4b2972b44c3111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 70: 9332bb646133181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000005000000400, Class:  1, CF:0.0920409, Len:  2, Fitness_tra: 0
Rule 72: 00e000002000000800, Class:  1, CF:0.401224, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3119c1e15915111519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1c1222851c21815121, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 76: 116d141299d3e12551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00007000500000c020, Class:  1, CF:0.281379, Len:  4, Fitness_tra: 0
