------Generation 0------
Rule  1: 218b41c1c281581214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 90d00b0000dd0c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 31311c3c53d9129855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 911141545959129181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6000000030000000d5, Class:  0, CF:0.88693, Len:  4, Fitness_tra: 4
Rule 87: 00000000000000a560, Class:  1, CF:0.0931411, Len:  3, Fitness_tra: 0
Rule 88: 1c1221588882c12891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 55112212d1d5d72853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1131c15451811c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1330cc102012da218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 547447ad2121811135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 010dc2101111000303, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 00002008d0d11100d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1000045c10991c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d524001305c00800a0, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 010500e70040071050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 14
Rule100: 528d11134124211131, Class:  0, CF:0.139672, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.7314
------Result------
Miss_rate(tra)	:46.7314
Miss_rate(tst)	:32.9412
ARL				:5.44444

------Generation 10------
Rule  1: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 130
Rule  2: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 116
Rule  3: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 49
Rule  4: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 41
Rule  5: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 16
Rule  6: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 14
Rule  7: 0000000e0000000000, Class:  0, CF:0.169011, Len:  1, Fitness_tra: 11
Rule  8: b000000000000000b0, Class:  0, CF:0.241429, Len:  2, Fitness_tra: 12
Rule  9: 0000000000000000b0, Class:  0, CF:0.140998, Len:  1, Fitness_tra: 10
Rule 10: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 11: c00000000000000000, Class:  0, CF:0.0520986, Len:  1, Fitness_tra: 10
Rule 12: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 13: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 14: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 15: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 3
Rule 16: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 17: b0000000000300000b, Class:  0, CF:0.108378, Len:  3, Fitness_tra: 2
Rule 18: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 2
Rule 19: 020e00000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 20: 000000000c00000000, Class:  0, CF:0.0600638, Len:  1, Fitness_tra: 1
Rule 21: 000000000400000000, Class:  0, CF:0.022255, Len:  1, Fitness_tra: 0
Rule 22: 2d8222c9182c518122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 90d00b0000dd0c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 31311c3c53d9129855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 911141545959129181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6000000030000000d5, Class:  0, CF:0.88693, Len:  4, Fitness_tra: 4
Rule 87: 00000000000000a560, Class:  1, CF:0.0931411, Len:  3, Fitness_tra: 0
Rule 88: 1c1221588882c12891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 55112212d1d5d72853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1131c15451811c8181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1330cc102012da218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 547447ad2121811135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 010dc2101111000303, Class:  0, CF:  1, Len: 11, Fitness_tra: 0
Rule 95: 00002008d0d11100d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1000045c10991c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d524001305c00800a0, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 010500e70040071050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 14
Rule100: 528d11134124211131, Class:  0, CF:0.139672, Len: 18, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.7314
------Result------
Miss_rate(tra)	:46.7314
Miss_rate(tst)	:32.9412
ARL				:5.44444

------Generation 20------
Rule  1: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 132
Rule  2: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 68
Rule  3: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 6
Rule  4: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 33
Rule  5: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 31
Rule  6: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 17
Rule  7: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 14
Rule  8: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 14
Rule  9: 000000000000000b00, Class:  0, CF:0.103002, Len:  1, Fitness_tra: 0
Rule 10: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 11: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 12: 0000000e0000000000, Class:  0, CF:0.169011, Len:  1, Fitness_tra: 0
Rule 13: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 14: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 15: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 16: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 17: 000000000050000000, Class:  0, CF:0.720654, Len:  1, Fitness_tra: 1
Rule 18: 020e00000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 19: 0c01200e8b80c00891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c00000000000000000, Class:  0, CF:0.0520986, Len:  1, Fitness_tra: 0
Rule 21: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 0
Rule 22: 000000000c00000000, Class:  0, CF:0.0600638, Len:  1, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1e31829199d5142225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0d0000008088000500, Class:  1, CF:0.391556, Len:  5, Fitness_tra: 0
Rule 51: 541144558254c7c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000cb0d400000c000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 003c700d50000b5006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000005000003000, Class:  0, CF:0.0331131, Len:  2, Fitness_tra: 0
Rule 56: 185124131271c71413, Class:  0, CF:0.520679, Len: 18, Fitness_tra: 0
Rule 57: 211c12c51122d81411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 911582545395344181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 12888121211122b113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2151278921c45c11c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3e312b123151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 528111134124211131, Class:  1, CF:0.186829, Len: 18, Fitness_tra: 0
Rule 63: 511111158112542111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 113511ec1915521e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0d0080008088000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  1, CF:0.014325, Len:  1, Fitness_tra: 0
Rule 67: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5d52478d2121511133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000e03003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 28511b134141181dc1, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 070000000000000d82, Class:  1, CF:0.338486, Len:  4, Fitness_tra: 0
Rule 72: 00e0400000d0000000, Class:  0, CF:0.361167, Len:  3, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1524171345c1581147, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 1131cc122112d2218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0030000c5000000090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: e11124e41311311c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 07980b0007c0c00000, Class:  1, CF:0.558094, Len:  7, Fitness_tra: 0
Rule 79: 03000c005340080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1598721151122798e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000be60e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ee11cc9251d9e29181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00fdc0000000000800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 19322ce451d95c38d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: c00000000000004000, Class:  0, CF:0.0403138, Len:  2, Fitness_tra: 0
Rule 86: d565c4d12158111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2c500b0004000c00d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1232c1254c8821c155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11e17021e012282004, Class:  0, CF:  1, Len: 14, Fitness_tra: 0
Rule 92: 0d00a0008088000500, Class:  1, CF:0.0855009, Len:  6, Fitness_tra: 0
Rule 93: 1532149315c1981149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 215ec00911c0001000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 159d000106020778e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 001c7b0d50030b5c71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000405c03101c0a03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000070003000009000, Class:  0, CF:0.327914, Len:  3, Fitness_tra: 0
Rule 99: 0c3022204120801602, Class:  0, CF:0.984285, Len: 12, Fitness_tra: 0
Rule100: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 98
------Current------
Miss_rate(tra)	:41.4311
------Result------
Miss_rate(tra)	:41.4311
Miss_rate(tst)	:31.7647
ARL				:5.24074

------Generation 30------
Rule  1: 000400000040000000, Class:  1, CF:0.260274, Len:  2, Fitness_tra: 127
Rule  2: 000000003000000000, Class:  0, CF:0.247508, Len:  1, Fitness_tra: 98
Rule  3: 0c0000000000000000, Class:  0, CF:0.213838, Len:  1, Fitness_tra: 68
Rule  4: 000000070040000000, Class:  1, CF:0.239855, Len:  2, Fitness_tra: 31
Rule  5: 000000000000000d00, Class:  1, CF:0.356922, Len:  1, Fitness_tra: 30
Rule  6: 00000003000000000b, Class:  0, CF:0.808359, Len:  2, Fitness_tra: 17
Rule  7: 000000004000009000, Class:  1, CF:0.631565, Len:  2, Fitness_tra: 13
Rule  8: 0000000000d0000000, Class:  0, CF:0.666956, Len:  1, Fitness_tra: 14
Rule  9: 000070003000000000, Class:  0, CF:0.29169, Len:  2, Fitness_tra: 6
Rule 10: d0e000002000000002, Class:  1, CF:0.651003, Len:  4, Fitness_tra: 5
Rule 11: 00000000e00e000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 12: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 13: 00000000d0dd000000, Class:  0, CF:0.774678, Len:  3, Fitness_tra: 3
Rule 14: 000000430007000000, Class:  1, CF:0.37773, Len:  3, Fitness_tra: 3
Rule 15: 0000c0080000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 16: 000000000050000000, Class:  0, CF:0.720654, Len:  1, Fitness_tra: 1
Rule 17: 020e00000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 000000000000000b00, Class:  0, CF:0.103002, Len:  1, Fitness_tra: 0
Rule 19: 0c01200e8b80c00891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c00000000000000000, Class:  0, CF:0.0520986, Len:  1, Fitness_tra: 0
Rule 21: 0000000000000c0002, Class:  0, CF:0.681855, Len:  2, Fitness_tra: 0
Rule 22: 000000000c00000000, Class:  0, CF:0.0600638, Len:  1, Fitness_tra: 0
Rule 23: 521c21452142441412, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 24: 00000000b0d50b0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000080000500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 11a1445c13191c5e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 003000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8514725d211c885115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1332149c1ed591d159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00007700e000d00000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 33: 000080004000007000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 34: 271121114c41b212e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1e3144971925945113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 81182488c1d11111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: cc21222d41248c12c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 38: d111422215cc243893, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000500000c8c007000, Class:  0, CF:0.0718968, Len:  5, Fitness_tra: 0
Rule 40: 536141e29351112121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000000080e02009, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: ee3d81379995542113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111112c5121c121511, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8511421281111211d5, Class:  1, CF:0.284357, Len: 18, Fitness_tra: 0
Rule 46: 5551428dc51c121288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11217b211812282184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
