------Generation 0------
Rule  1: c1314c8d19c11c81c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2882712d112c181842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 481141c9c221122112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 00200b000850000000, Class:  0, CF:0.439504, Len:  4, Fitness_tra: 0
Rule 50: 8111c7c58124111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000007e077b004000, Class:  0, CF:0.396259, Len:  6, Fitness_tra: 0
Rule 53: c41c4b8922c4244111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411252221142212, Class:  1, CF:0.149584, Len: 18, Fitness_tra: 0
Rule 55: 5c12772522c2811c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3131419c1953971913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 12c227714414221211, Class:  0, CF:0.453517, Len: 18, Fitness_tra: 0
Rule 59: 21d2c211112c122125, Class:  0, CF:0.45503, Len: 18, Fitness_tra: 0
Rule 60: 81512218c1c2212593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 8552cc15c3c211152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2d541bc912125c21c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 88114b71181b241111, Class:  0, CF:0.799602, Len: 18, Fitness_tra: 0
Rule 64: 00f000002000000000, Class:  1, CF:0.0962556, Len:  2, Fitness_tra: 0
Rule 65: 16311c949133911181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e3811e299d1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 913d1c32395d119183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 25522b1dc24c512221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000580000000000099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00c0000007b0080804, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 71: 9e1221e2912d529d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 009000058000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 9e122ce49edd929dd3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 118111134c44121111, Class:  0, CF:0.0929593, Len: 18, Fitness_tra: 0
Rule 75: 000000000000000b00, Class:  0, CF:0.0967253, Len:  1, Fitness_tra: 0
Rule 76: 11d521c2482c2111d5, Class:  1, CF:0.11053, Len: 18, Fitness_tra: 0
Rule 77: 15a5c151d12d122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6000080c000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 21571229411c152c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00d060111020000000, Class:  1, CF:0.254146, Len:  6, Fitness_tra: 0
Rule 81: 5c181115c1212241e6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4000000e0000000000, Class:  0, CF:0.451787, Len:  2, Fitness_tra: 12
Rule 83: 1e1d1cece151d29113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000500025800000000, Class:  1, CF:0.146818, Len:  4, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000070005000000000, Class:  1, CF:0.256053, Len:  2, Fitness_tra: 0
Rule 90: d000c000c000000400, Class:  0, CF:0.324162, Len:  4, Fitness_tra: 0
Rule 91: 018001034c04121111, Class:  0, CF:0.133301, Len: 13, Fitness_tra: 0
Rule 92: 015712208000050c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000040000000000, Class:  0, CF:0.0762365, Len:  1, Fitness_tra: 53
Rule 94: e03a119cd151971113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 303b0210040e502103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 10040d100000012000, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 97: 0be000c9c001122100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 360dc0829008502003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: dea0203c0d10e20029, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 92102000060d990dd0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:48.5891
------Result------
Miss_rate(tra)	:48.5891
Miss_rate(tst)	:38.0952
ARL				:5.41818

------Generation 20------
Rule  1: d00000000000000000, Class:  1, CF:0.351775, Len:  1, Fitness_tra: 106
Rule  2: 000000040000000100, Class:  0, CF:0.154132, Len:  2, Fitness_tra: 33
Rule  3: 00000000000000000a, Class:  0, CF:0.515306, Len:  1, Fitness_tra: 52
Rule  4: 000000000000000c00, Class:  1, CF:0.185765, Len:  1, Fitness_tra: 52
Rule  5: 000000050000000000, Class:  0, CF:0.294511, Len:  1, Fitness_tra: -2
Rule  6: 000000000000000d00, Class:  1, CF:0.314055, Len:  1, Fitness_tra: 20
Rule  7: 800000004000000003, Class:  0, CF:0.832011, Len:  3, Fitness_tra: 17
Rule  8: 00e00000200000d000, Class:  1, CF:0.817047, Len:  3, Fitness_tra: 14
Rule  9: 040b0070b4bb400000, Class:  0, CF:0.382708, Len:  8, Fitness_tra: 9
Rule 10: 000000002000000002, Class:  1, CF:0.294253, Len:  2, Fitness_tra: 7
Rule 11: 00000000404000e000, Class:  1, CF:0.767337, Len:  3, Fitness_tra: 7
Rule 12: 000000000000000002, Class:  1, CF:0.108203, Len:  1, Fitness_tra: 6
Rule 13: 5000000b000000000d, Class:  1, CF:0.634472, Len:  3, Fitness_tra: 6
Rule 14: 000000000000000900, Class:  1, CF:0.356123, Len:  1, Fitness_tra: 5
Rule 15: 090000000500000003, Class:  0, CF:0.976892, Len:  3, Fitness_tra: 3
Rule 16: 000000000000000b00, Class:  0, CF:0.0967253, Len:  1, Fitness_tra: 0
Rule 17: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 18: 002050000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 19: 000000000000080000, Class:  0, CF:0.891892, Len:  1, Fitness_tra: 1
Rule 20: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 21: 00e000008d00002000, Class:  1, CF:0.579533, Len:  4, Fitness_tra: 1
Rule 22: 4000000e0000000000, Class:  0, CF:0.451787, Len:  2, Fitness_tra: 0
Rule 23: 000000000000000520, Class:  1, CF:0.344487, Len:  2, Fitness_tra: 0
Rule 24: cd14142d8882512128, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 25: 02000c00404000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5ea5223c191de23c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1914141dc1c11124c5, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 28: 000d00d0d000000000, Class:  0, CF:0.0978641, Len:  3, Fitness_tra: 0
Rule 29: 116242921159942151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0e000000e00e0700c0, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 00f070000000000000, Class:  0, CF:0.0883789, Len:  2, Fitness_tra: 0
Rule 32: c1147223112255c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: ed38115cd111122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 182747814c111c51c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2d124c1d211c1c4125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51d51b5c8528141155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 39611431111534d88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 363dc212931e5721c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d1581582151124151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 551541d8518d142155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a112219cd5d35b355e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 46: 2882712d112c181842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 481141c9c221122112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 00200b000850000000, Class:  0, CF:0.439504, Len:  4, Fitness_tra: 0
Rule 50: 8111c7c58124111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000007e077b004000, Class:  0, CF:0.396259, Len:  6, Fitness_tra: 0
Rule 53: c41c4b8922c4244111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411252221142212, Class:  1, CF:0.149584, Len: 18, Fitness_tra: 0
Rule 55: 5c12772522c2811c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3131419c1953971913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 12c227714414221211, Class:  0, CF:0.453517, Len: 18, Fitness_tra: 0
Rule 59: 21d2c211112c122125, Class:  0, CF:0.45503, Len: 18, Fitness_tra: 0
Rule 60: 81512218c1c2212593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 8552cc15c3c211152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2d541bc912125c21c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 88114b71181b241111, Class:  0, CF:0.799602, Len: 18, Fitness_tra: 0
Rule 64: 00f000002000000000, Class:  1, CF:0.0962556, Len:  2, Fitness_tra: 0
Rule 65: 16311c949133911181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e3811e299d1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 913d1c32395d119183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 25522b1dc24c512221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000580000000000099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00c0000007b0080804, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 71: 9e1221e2912d529d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 009000058000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 9e122ce49edd929dd3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 118111134c44121111, Class:  0, CF:0.0929593, Len: 18, Fitness_tra: 0
Rule 75: 000000000000000b00, Class:  0, CF:0.0967253, Len:  1, Fitness_tra: 0
Rule 76: 11d521c2482c2111d5, Class:  1, CF:0.11053, Len: 18, Fitness_tra: 0
Rule 77: 15a5c151d12d122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6000080c000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 21571229411c152c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00d060111020000000, Class:  1, CF:0.254146, Len:  6, Fitness_tra: 0
Rule 81: 51114231d1dd911511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000070007b000000, Class:  0, CF:0.0922443, Len:  3, Fitness_tra: 0
Rule 83: 21244111141212e811, Class:  1, CF:0.959528, Len: 18, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000007000000, Class:  1, CF:0.0383701, Len:  1, Fitness_tra: 0
Rule 86: dc381b555121112515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 36e5cc12335d111159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: e61141311ed5127215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: c00000000700000000, Class:  0, CF:0.0142394, Len:  2, Fitness_tra: 0
Rule 90: 3e31211159d5e11153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11c657721430221215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5af522402007e23c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0ed7000b0d0a30000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000000000b03, Class:  0, CF:0.489983, Len:  2, Fitness_tra: 23
Rule 95: 20e41bc91d000c2104, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000009000000000003, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 97: 000000000006000000, Class:  0, CF:0.296854, Len:  1, Fitness_tra: 83
Rule 98: 12c020710000200211, Class:  0, CF:0.505301, Len: 10, Fitness_tra: 0
Rule 99: 3c111725271b341888, Class:  0, CF:0.905821, Len: 18, Fitness_tra: 0
Rule100: 8111c7b58124011000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:43.2981
------Result------
Miss_rate(tra)	:43.2981
Miss_rate(tst)	:35.7143
ARL				:5.32759

------Generation 30------
Rule  1: d00000000000000000, Class:  1, CF:0.351775, Len:  1, Fitness_tra: 107
Rule  2: 000000000006000000, Class:  0, CF:0.296854, Len:  1, Fitness_tra: 77
Rule  3: 000000000000000c00, Class:  1, CF:0.185765, Len:  1, Fitness_tra: 56
Rule  4: 00000000000000000a, Class:  0, CF:0.515306, Len:  1, Fitness_tra: 52
Rule  5: 000300000000000000, Class:  0, CF:0.203132, Len:  1, Fitness_tra: 26
Rule  6: 000000000000000d00, Class:  1, CF:0.314055, Len:  1, Fitness_tra: 21
Rule  7: 000000040000000100, Class:  0, CF:0.154132, Len:  2, Fitness_tra: 22
Rule  8: 000000000000000b03, Class:  0, CF:0.489983, Len:  2, Fitness_tra: 21
Rule  9: 800000004000000003, Class:  0, CF:0.832011, Len:  3, Fitness_tra: 15
Rule 10: 00e00000200000d000, Class:  1, CF:0.817047, Len:  3, Fitness_tra: 14
Rule 11: 000000002000000002, Class:  1, CF:0.294253, Len:  2, Fitness_tra: 9
Rule 12: 00000000404000e000, Class:  1, CF:0.767337, Len:  3, Fitness_tra: 7
Rule 13: 040b0070b4bb400000, Class:  0, CF:0.382708, Len:  8, Fitness_tra: 6
Rule 14: 5000000b000000000d, Class:  1, CF:0.634472, Len:  3, Fitness_tra: 6
Rule 15: 000000000000000002, Class:  1, CF:0.108203, Len:  1, Fitness_tra: 6
Rule 16: 000000000000000900, Class:  1, CF:0.356123, Len:  1, Fitness_tra: 5
Rule 17: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 18: 090000000500000003, Class:  0, CF:0.976892, Len:  3, Fitness_tra: 2
Rule 19: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 20: 00e000008d00002000, Class:  1, CF:0.579533, Len:  4, Fitness_tra: 1
Rule 21: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 22: 0e0000000500070000, Class:  0, CF:0.377211, Len:  3, Fitness_tra: 4
Rule 23: 000000000000000b00, Class:  0, CF:0.0967253, Len:  1, Fitness_tra: 1
Rule 24: 000000000000080000, Class:  0, CF:0.891892, Len:  1, Fitness_tra: 0
Rule 25: 02000c00404000e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5ea5223c191de23c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1914141dc1c11124c5, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 28: 000d00d0d000000000, Class:  0, CF:0.0978641, Len:  3, Fitness_tra: 0
Rule 29: 116242921159942151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0e000000e00e0700c0, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 00f070000000000000, Class:  0, CF:0.0883789, Len:  2, Fitness_tra: 0
Rule 32: c1147223112255c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: ed38115cd111122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 182747814c111c51c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2d124c1d211c1c4125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51d51b5c8528141155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 39611431111534d88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 363dc212931e5721c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d1581582151124151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 551541d8518d142155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a112219cd5d35b355e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: d000000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 46: 2882712d112c181842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 481141c9c221122112, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 00200b000850000000, Class:  0, CF:0.439504, Len:  4, Fitness_tra: 0
Rule 50: 8111c7c58124111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000007e077b004000, Class:  0, CF:0.396259, Len:  6, Fitness_tra: 0
Rule 53: c41c4b8922c4244111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411252221142212, Class:  1, CF:0.149584, Len: 18, Fitness_tra: 0
Rule 55: 5c12772522c2811c18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3131419c1953971913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 12c227714414221211, Class:  0, CF:0.453517, Len: 18, Fitness_tra: 0
Rule 59: 21d2c211112c122125, Class:  0, CF:0.45503, Len: 18, Fitness_tra: 0
Rule 60: 81512218c1c2212593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 8552cc15c3c211152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2d541bc912125c21c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 88114b71181b241111, Class:  0, CF:0.799602, Len: 18, Fitness_tra: 0
Rule 64: 00f000002000000000, Class:  1, CF:0.0962556, Len:  2, Fitness_tra: 0
Rule 65: 16311c949133911181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1e3811e299d1113151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 913d1c32395d119183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 25522b1dc24c512221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000580000000000099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00c0000007b0080804, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 71: 9e1221e2912d529d83, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 009000058000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 9e122ce49edd929dd3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 118111134c44121111, Class:  0, CF:0.0929593, Len: 18, Fitness_tra: 0
Rule 75: 000000000000000520, Class:  1, CF:0.344487, Len:  2, Fitness_tra: 0
Rule 76: 11d521c2482c2111d5, Class:  1, CF:0.11053, Len: 18, Fitness_tra: 0
Rule 77: 15a5c151d12d122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6000080c000000000e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 21571229411c152c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00d060111020000000, Class:  1, CF:0.254146, Len:  6, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000005000004000, Class:  1, CF:0.0423247, Len:  2, Fitness_tra: 0
Rule 83: 9d384258551151211d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 33f5c45133155219d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 93351c573e55942525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: d255c255211c14213e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e1a5211133d392d223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11a5c1521913541321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000080002000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 90: 39152211d9819733d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e8381b59d211122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0e0600000000000003, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 56c2227194141195d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00000000000009000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 90120c040880909003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 20571221400c152b40, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00e08200000401be00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 18964222c5cb205111, Class:  1, CF:  1, Len: 17, Fitness_tra: 0
Rule100: 000000000007000000, Class:  1, CF:0.0383701, Len:  1, Fitness_tra: 0
------Current------
Miss_rate(tra)	:42.5926
------Result------
Miss_rate(tra)	:42.5926
Miss_rate(tst)	:34.5238
ARL				:4.83333

------Generation 40------
Rule  1: d00000000000000000, Class:  1, CF:0.351775, Len:  1, Fitness_tra: 111
Rule  2: 000000000006000000, Class:  0, CF:0.296854, Len:  1, Fitness_tra: 52
Rule  3: 000000000000000c00, Class:  1, CF:0.185765, Len:  1, Fitness_tra: 56
Rule  4: 000000000000000a00, Class:  0, CF:0.2728, Len:  1, Fitness_tra: 49
Rule  5: 00000000000000000a, Class:  0, CF:0.515306, Len:  1, Fitness_tra: 46
Rule  6: 000000000000000b03, Class:  0, CF:0.489983, Len:  2, Fitness_tra: 21
Rule  7: 000000000000000d00, Class:  1, CF:0.314055, Len:  1, Fitness_tra: 21
Rule  8: 000300000000000000, Class:  0, CF:0.203132, Len:  1, Fitness_tra: 15
Rule  9: 800000004000000003, Class:  0, CF:0.832011, Len:  3, Fitness_tra: 14
Rule 10: 00e00000200000d000, Class:  1, CF:0.817047, Len:  3, Fitness_tra: 12
Rule 11: e00000000000000000, Class:  1, CF:0.652694, Len:  1, Fitness_tra: 11
Rule 12: 040b0070b4bb400000, Class:  0, CF:0.382708, Len:  8, Fitness_tra: 11
Rule 13: 0e0000000009070000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 14: 000000002000000002, Class:  1, CF:0.294253, Len:  2, Fitness_tra: 10
Rule 15: 000000000000000002, Class:  1, CF:0.108203, Len:  1, Fitness_tra: 4
Rule 16: 000000000000000900, Class:  1, CF:0.356123, Len:  1, Fitness_tra: 5
Rule 17: 5000000b000000000d, Class:  1, CF:0.634472, Len:  3, Fitness_tra: 4
Rule 18: 00000000000000a000, Class:  0, CF:0.118335, Len:  1, Fitness_tra: 2
Rule 19: 00000000404000e000, Class:  1, CF:0.767337, Len:  3, Fitness_tra: 3
Rule 20: 0e0000000500070000, Class:  0, CF:0.377211, Len:  3, Fitness_tra: 3
Rule 21: 000080000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 22: 000050000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 23: 000900000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 0
Rule 24: 000008000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 1
Rule 25: 00e000008d00002000, Class:  1, CF:0.579533, Len:  4, Fitness_tra: 1
Rule 26: 003d170c1009103383, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1914141dc1c11124c5, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 28: 000d00d0d000000000, Class:  0, CF:0.0978641, Len:  3, Fitness_tra: 0
Rule 29: 116242921159942151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0e000000e00e0700c0, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 00f070000000000000, Class:  0, CF:0.0883789, Len:  2, Fitness_tra: 0
Rule 32: c1147223112255c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: ed38115cd111122111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 182747814c111c51c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2d124c1d211c1c4125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 51d51b5c8528141155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 39611431111534d88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 363dc212931e5721c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1d1581582151124151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
