------Generation 0------
Rule  1: b221ef471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 4bb7132774, Class:  1, CF:0.988775, Len: 10, Fitness_tra: 0
Rule 22: 25742141b4, Class:  1, CF:0.953809, Len: 10, Fitness_tra: 0
Rule 23: 1271512117, Class:  1, CF:0.943616, Len: 10, Fitness_tra: 0
Rule 24: 247222b242, Class:  1, CF:0.986622, Len: 10, Fitness_tra: 0
Rule 25: b7bb912777, Class:  1, CF:0.971279, Len: 10, Fitness_tra: 0
Rule 26: 221b1a2727, Class:  1, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 27: 4f1dd1b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 22721e4727, Class:  1, CF:0.818869, Len: 10, Fitness_tra: 0
Rule 29: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b7b43a2414, Class:  1, CF:0.999657, Len: 10, Fitness_tra: 0
Rule 31: 75b227b1b2, Class:  1, CF:0.964795, Len: 10, Fitness_tra: 0
Rule 32: 452b1221b7, Class:  1, CF:0.855975, Len: 10, Fitness_tra: 0
Rule 33: b12ce67742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 787b214b41, Class:  1, CF:0.96826, Len: 10, Fitness_tra: 0
Rule 36: 14b4861274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 112283bb77, Class:  1, CF:0.803541, Len: 10, Fitness_tra: 0
Rule 38: b2741f421b, Class:  1, CF:0.999159, Len: 10, Fitness_tra: 0
Rule 39: 441421b772, Class:  1, CF:0.940935, Len: 10, Fitness_tra: 0
Rule 40: bb14d374b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 2242efb7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 47475e2217, Class:  1, CF:0.97872, Len: 10, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4b221324b1, Class:  1, CF:0.981509, Len: 10, Fitness_tra: 0
Rule 45: 2b17197277, Class:  1, CF:0.973619, Len: 10, Fitness_tra: 0
Rule 46: 22b28ab441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 14211642bb, Class:  1, CF:0.999805, Len: 10, Fitness_tra: 0
Rule 48: b111e31271, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: b1428f1b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 7b47cf4bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 47b4c14b11, Class:  1, CF:0.412371, Len: 10, Fitness_tra: 0
Rule 52: 47149f2447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4211562247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b14b96774b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 241281bb71, Class:  1, CF:0.803742, Len: 10, Fitness_tra: 0
Rule 57: b4b191b24b, Class:  1, CF:0.993882, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7c27152774, Class:  1, CF:0.923467, Len: 10, Fitness_tra: 0
Rule 60: 47b15a1744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 2411162471, Class:  1, CF:0.99926, Len: 10, Fitness_tra: 0
Rule 62: 71421eb1b4, Class:  1, CF:0.767466, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 212793b444, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bb14f6b412, Class:  1, CF:0.99694, Len: 10, Fitness_tra: 0
Rule 68: 17473f4b1b, Class:  1, CF:0.99922, Len: 10, Fitness_tra: 0
Rule 69: b712364b41, Class:  1, CF:0.998031, Len: 10, Fitness_tra: 0
Rule 70: b777117bb2, Class:  1, CF:0.926595, Len: 10, Fitness_tra: 0
Rule 71: 172b5f72b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: b127511b77, Class:  1, CF:0.753258, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 244755172b, Class:  1, CF:0.915578, Len: 10, Fitness_tra: 0
Rule 76: 2124192714, Class:  1, CF:0.902567, Len: 10, Fitness_tra: 0
Rule 77: b1b48374b1, Class:  1, CF:0.750157, Len: 10, Fitness_tra: 0
Rule 78: 2e15134477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b1bc36b727, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: bf2d1921b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2722114414, Class:  1, CF:0.949098, Len: 10, Fitness_tra: 0
Rule 82: 27bb132221, Class:  1, CF:0.982446, Len: 10, Fitness_tra: 0
Rule 83: 772111b144, Class:  1, CF:0.974807, Len: 10, Fitness_tra: 0
Rule 84: 44712372b1, Class:  1, CF:0.969584, Len: 10, Fitness_tra: 0
Rule 85: 4271da4744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: b844c12211, Class:  1, CF:0.941657, Len: 10, Fitness_tra: 0
Rule 87: 427725b4b4, Class:  1, CF:0.933458, Len: 10, Fitness_tra: 0
Rule 88: 722b157114, Class:  1, CF:0.783254, Len: 10, Fitness_tra: 0
Rule 89: 1178211142, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 0000020000, Class:  0, CF:0.0198929, Len:  1, Fitness_tra: 2255
Rule 91: 1121e54212, Class:  1, CF:0.90075, Len: 10, Fitness_tra: 0
Rule 92: bb728f4177, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 4f14de2477, Class:  1, CF:0.999052, Len: 10, Fitness_tra: 0
Rule 94: 1707302b00, Class:  1, CF:0.810469, Len:  6, Fitness_tra: 0
Rule 95: b100069046, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 82211e7b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2177aa1772, Class:  1, CF:0.99771, Len: 10, Fitness_tra: 0
Rule 98: 4771561744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: b97d42b272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1221897774, Class:  1, CF:0.889487, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.8634
------Result------
Miss_rate(tra)	:31.8634
Miss_rate(tst)	:12.2486
ARL				:8.64045

------Generation 10------
Rule  1: 0000500000, Class:  1, CF:0.898862, Len:  1, Fitness_tra: 2006
Rule  2: 0008000000, Class:  1, CF:0.987894, Len:  1, Fitness_tra: 233
Rule  3: 2141af1772, Class:  1, CF:  1, Len: 10, Fitness_tra: 10
Rule  4: b97b42b241, Class:  1, CF:0.974611, Len: 10, Fitness_tra: 0
Rule  5: 11c1c51282, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule  6: 772119b124, Class:  1, CF:0.990204, Len: 10, Fitness_tra: 0
Rule  7: 227116b171, Class:  1, CF:0.998889, Len: 10, Fitness_tra: 0
Rule  8: 2214361711, Class:  1, CF:0.953975, Len: 10, Fitness_tra: 4
Rule  9: b841a37b44, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 10: 12411a2147, Class:  1, CF:0.999715, Len: 10, Fitness_tra: 0
Rule 11: 78218cb111, Class:  1, CF:0.823733, Len: 10, Fitness_tra: 0
Rule 12: b2211f7774, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 13: 454213b244, Class:  1, CF:0.999826, Len: 10, Fitness_tra: 0
Rule 14: bb7d2174b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2b2b13b27b, Class:  1, CF:0.991072, Len: 10, Fitness_tra: 0
Rule 16: 144b8cb71b, Class:  1, CF:0.92977, Len: 10, Fitness_tra: 0
Rule 17: 117b334122, Class:  1, CF:0.98655, Len: 10, Fitness_tra: 0
Rule 18: b221ef471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 27122e4bb7, Class:  1, CF:0.795606, Len: 10, Fitness_tra: 0
Rule 20: 7441ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 4bb7132774, Class:  1, CF:0.988775, Len: 10, Fitness_tra: 0
Rule 22: 25742141b4, Class:  1, CF:0.953809, Len: 10, Fitness_tra: 0
Rule 23: 1271512117, Class:  1, CF:0.943616, Len: 10, Fitness_tra: 0
Rule 24: 247222b242, Class:  1, CF:0.986622, Len: 10, Fitness_tra: 0
Rule 25: b7bb912777, Class:  1, CF:0.971279, Len: 10, Fitness_tra: 0
Rule 26: 221b1a2727, Class:  1, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 27: 4f1dd1b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 22721e4727, Class:  1, CF:0.818869, Len: 10, Fitness_tra: 0
Rule 29: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b7b43a2414, Class:  1, CF:0.999657, Len: 10, Fitness_tra: 0
Rule 31: 75b227b1b2, Class:  1, CF:0.964795, Len: 10, Fitness_tra: 0
Rule 32: 452b1221b7, Class:  1, CF:0.855975, Len: 10, Fitness_tra: 0
Rule 33: b12ce67742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 787b214b41, Class:  1, CF:0.96826, Len: 10, Fitness_tra: 0
Rule 36: 14b4861274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 112283bb77, Class:  1, CF:0.803541, Len: 10, Fitness_tra: 0
Rule 38: b2741f421b, Class:  1, CF:0.999159, Len: 10, Fitness_tra: 0
Rule 39: 441421b772, Class:  1, CF:0.940935, Len: 10, Fitness_tra: 0
Rule 40: bb14d374b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 2242efb7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 47475e2217, Class:  1, CF:0.97872, Len: 10, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4b221324b1, Class:  1, CF:0.981509, Len: 10, Fitness_tra: 0
Rule 45: 2b17197277, Class:  1, CF:0.973619, Len: 10, Fitness_tra: 0
Rule 46: 22b28ab441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 14211642bb, Class:  1, CF:0.999805, Len: 10, Fitness_tra: 0
Rule 48: b111e31271, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: b1428f1b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 7b47cf4bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 47b4c14b11, Class:  1, CF:0.412371, Len: 10, Fitness_tra: 0
Rule 52: 47149f2447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4211562247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b14b96774b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 241281bb71, Class:  1, CF:0.803742, Len: 10, Fitness_tra: 0
Rule 57: b4b191b24b, Class:  1, CF:0.993882, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7c27152774, Class:  1, CF:0.923467, Len: 10, Fitness_tra: 0
Rule 60: 47b15a1744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 2411162471, Class:  1, CF:0.99926, Len: 10, Fitness_tra: 0
Rule 62: 71421eb1b4, Class:  1, CF:0.767466, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 212793b444, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bb14f6b412, Class:  1, CF:0.99694, Len: 10, Fitness_tra: 0
Rule 68: 17473f4b1b, Class:  1, CF:0.99922, Len: 10, Fitness_tra: 0
Rule 69: b712364b41, Class:  1, CF:0.998031, Len: 10, Fitness_tra: 0
Rule 70: b777117bb2, Class:  1, CF:0.926595, Len: 10, Fitness_tra: 0
Rule 71: 172b5f72b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: b127511b77, Class:  1, CF:0.753258, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 244755172b, Class:  1, CF:0.915578, Len: 10, Fitness_tra: 0
Rule 76: 2124192714, Class:  1, CF:0.902567, Len: 10, Fitness_tra: 0
Rule 77: b1b48374b1, Class:  1, CF:0.750157, Len: 10, Fitness_tra: 0
Rule 78: 2e15134477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b1bc36b727, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: bf2d1921b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2722114414, Class:  1, CF:0.949098, Len: 10, Fitness_tra: 0
Rule 82: 27bb132221, Class:  1, CF:0.982446, Len: 10, Fitness_tra: 0
Rule 83: 772111b144, Class:  1, CF:0.974807, Len: 10, Fitness_tra: 0
Rule 84: 44712372b1, Class:  1, CF:0.969584, Len: 10, Fitness_tra: 0
Rule 85: 4271da4744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: b844c12211, Class:  1, CF:0.941657, Len: 10, Fitness_tra: 0
Rule 87: 427725b4b4, Class:  1, CF:0.933458, Len: 10, Fitness_tra: 0
Rule 88: 722b157114, Class:  1, CF:0.783254, Len: 10, Fitness_tra: 0
Rule 89: 1178211142, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 0000020000, Class:  0, CF:0.0198929, Len:  1, Fitness_tra: 2255
Rule 91: 1121e54212, Class:  1, CF:0.90075, Len: 10, Fitness_tra: 0
Rule 92: bb728f4177, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 4f14de2477, Class:  1, CF:0.999052, Len: 10, Fitness_tra: 0
Rule 94: 1707302b00, Class:  1, CF:0.810469, Len:  6, Fitness_tra: 0
Rule 95: b100069046, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 82211e7b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2177aa1772, Class:  1, CF:0.99771, Len: 10, Fitness_tra: 0
Rule 98: 4771561744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: b97d42b272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1221897774, Class:  1, CF:0.889487, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.8634
------Result------
Miss_rate(tra)	:31.8634
Miss_rate(tst)	:12.2486
ARL				:8.64045

------Generation 20------
Rule  1: 0000020000, Class:  0, CF:0.0198929, Len:  1, Fitness_tra: -19
Rule  2: 0000500000, Class:  1, CF:0.898862, Len:  1, Fitness_tra: 1994
Rule  3: 0008000000, Class:  1, CF:0.987894, Len:  1, Fitness_tra: 217
Rule  4: 2141af1772, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: 2214361711, Class:  1, CF:0.953975, Len: 10, Fitness_tra: 0
Rule  6: 11c1c51282, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 227116b171, Class:  1, CF:0.998889, Len: 10, Fitness_tra: 0
Rule  8: 772119b124, Class:  1, CF:0.990204, Len: 10, Fitness_tra: 0
Rule  9: b841a37b44, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 10: 12411a2147, Class:  1, CF:0.999715, Len: 10, Fitness_tra: 0
Rule 11: 78218cb111, Class:  1, CF:0.823733, Len: 10, Fitness_tra: 0
Rule 12: b2211f7774, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 13: 454213b244, Class:  1, CF:0.999826, Len: 10, Fitness_tra: 0
Rule 14: bb7d2174b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2b2b13b27b, Class:  1, CF:0.991072, Len: 10, Fitness_tra: 0
Rule 16: 144b8cb71b, Class:  1, CF:0.92977, Len: 10, Fitness_tra: 0
Rule 17: 117b334122, Class:  1, CF:0.98655, Len: 10, Fitness_tra: 0
Rule 18: b221ef471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 27122e4bb7, Class:  1, CF:0.795606, Len: 10, Fitness_tra: 0
Rule 20: 7441ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 4bb7132774, Class:  1, CF:0.988775, Len: 10, Fitness_tra: 0
Rule 22: 25742141b4, Class:  1, CF:0.953809, Len: 10, Fitness_tra: 0
Rule 23: 1271512117, Class:  1, CF:0.943616, Len: 10, Fitness_tra: 0
Rule 24: 247222b242, Class:  1, CF:0.986622, Len: 10, Fitness_tra: 0
Rule 25: b7bb912777, Class:  1, CF:0.971279, Len: 10, Fitness_tra: 0
Rule 26: 221b1a2727, Class:  1, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 27: 4f1dd1b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 22721e4727, Class:  1, CF:0.818869, Len: 10, Fitness_tra: 0
Rule 29: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b7b43a2414, Class:  1, CF:0.999657, Len: 10, Fitness_tra: 0
Rule 31: 75b227b1b2, Class:  1, CF:0.964795, Len: 10, Fitness_tra: 0
Rule 32: 452b1221b7, Class:  1, CF:0.855975, Len: 10, Fitness_tra: 0
Rule 33: b12ce67742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 787b214b41, Class:  1, CF:0.96826, Len: 10, Fitness_tra: 0
Rule 36: 14b4861274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 112283bb77, Class:  1, CF:0.803541, Len: 10, Fitness_tra: 0
Rule 38: b2741f421b, Class:  1, CF:0.999159, Len: 10, Fitness_tra: 0
Rule 39: 441421b772, Class:  1, CF:0.940935, Len: 10, Fitness_tra: 0
Rule 40: bb14d374b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 2242efb7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 47475e2217, Class:  1, CF:0.97872, Len: 10, Fitness_tra: 0
Rule 43: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4b221324b1, Class:  1, CF:0.981509, Len: 10, Fitness_tra: 0
Rule 45: 2b17197277, Class:  1, CF:0.973619, Len: 10, Fitness_tra: 0
Rule 46: 22b28ab441, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 14211642bb, Class:  1, CF:0.999805, Len: 10, Fitness_tra: 0
Rule 48: b111e31271, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: b1428f1b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 7b47cf4bb2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 47b4c14b11, Class:  1, CF:0.412371, Len: 10, Fitness_tra: 0
Rule 52: 47149f2447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 4211562247, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b14b96774b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 241281bb71, Class:  1, CF:0.803742, Len: 10, Fitness_tra: 0
Rule 57: b4b191b24b, Class:  1, CF:0.993882, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7c27152774, Class:  1, CF:0.923467, Len: 10, Fitness_tra: 0
Rule 60: 47b15a1744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 2411162471, Class:  1, CF:0.99926, Len: 10, Fitness_tra: 0
Rule 62: 71421eb1b4, Class:  1, CF:0.767466, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 212793b444, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bb14f6b412, Class:  1, CF:0.99694, Len: 10, Fitness_tra: 0
Rule 68: 17473f4b1b, Class:  1, CF:0.99922, Len: 10, Fitness_tra: 0
Rule 69: b712364b41, Class:  1, CF:0.998031, Len: 10, Fitness_tra: 0
Rule 70: b777117bb2, Class:  1, CF:0.926595, Len: 10, Fitness_tra: 0
Rule 71: 172b5f72b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: b127511b77, Class:  1, CF:0.753258, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 244755172b, Class:  1, CF:0.915578, Len: 10, Fitness_tra: 0
Rule 76: 2124192714, Class:  1, CF:0.902567, Len: 10, Fitness_tra: 0
Rule 77: b1b48374b1, Class:  1, CF:0.750157, Len: 10, Fitness_tra: 0
Rule 78: 2e15134477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b1bc36b727, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: bf2d1921b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b41263744b, Class:  1, CF:0.994856, Len: 10, Fitness_tra: 0
Rule 82: bb126a212b, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: bd15aa2124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2175f17712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b141ea2b47, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2477111221, Class:  1, CF:0.95292, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b71b51b7b2, Class:  1, CF:0.858426, Len: 10, Fitness_tra: 0
Rule 91: bcbb4ab021, Class:  1, CF:0.999835, Len:  9, Fitness_tra: 0
Rule 92: 4f17df4b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0080500000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b47752b27b, Class:  1, CF:0.975322, Len: 10, Fitness_tra: 0
Rule 95: 0010300010, Class:  0, CF:0.32165, Len:  3, Fitness_tra: 2204
Rule 96: 22b0500401, Class:  1, CF:0.92471, Len:  6, Fitness_tra: 0
Rule 97: 0000050004, Class:  0, CF:0.46573, Len:  2, Fitness_tra: 26
Rule 98: 32213a1292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000500000, Class:  1, CF:0.898862, Len:  0, Fitness_tra: 0
Rule100: b10c36b020, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:31.4564
------Result------
Miss_rate(tra)	:31.4564
Miss_rate(tst)	:12.0658
ARL				:8.29268

------Generation 30------
Rule  1: 0010300010, Class:  0, CF:0.32165, Len:  3, Fitness_tra: 2216
Rule  2: 0000500000, Class:  1, CF:0.898862, Len:  1, Fitness_tra: 1990
Rule  3: 0008000000, Class:  1, CF:0.987894, Len:  1, Fitness_tra: 217
Rule  4: 0000050004, Class:  0, CF:0.46573, Len:  2, Fitness_tra: 24
Rule  5: b10c36b020, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule  6: 11c1c51282, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 227116b171, Class:  1, CF:0.998889, Len: 10, Fitness_tra: 0
Rule  8: 772119b124, Class:  1, CF:0.990204, Len: 10, Fitness_tra: 0
Rule  9: b841a37b44, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 10: 12411a2147, Class:  1, CF:0.999715, Len: 10, Fitness_tra: 0
Rule 11: 78218cb111, Class:  1, CF:0.823733, Len: 10, Fitness_tra: 0
Rule 12: b2211f7774, Class:  1, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 13: 454213b244, Class:  1, CF:0.999826, Len: 10, Fitness_tra: 0
Rule 14: bb7d2174b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2b2b13b27b, Class:  1, CF:0.991072, Len: 10, Fitness_tra: 0
Rule 16: 144b8cb71b, Class:  1, CF:0.92977, Len: 10, Fitness_tra: 0
Rule 17: 117b334122, Class:  1, CF:0.98655, Len: 10, Fitness_tra: 0
Rule 18: b221ef471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 27122e4bb7, Class:  1, CF:0.795606, Len: 10, Fitness_tra: 0
Rule 20: 7441ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 4bb7132774, Class:  1, CF:0.988775, Len: 10, Fitness_tra: 0
Rule 22: 25742141b4, Class:  1, CF:0.953809, Len: 10, Fitness_tra: 0
Rule 23: 1271512117, Class:  1, CF:0.943616, Len: 10, Fitness_tra: 0
Rule 24: 247222b242, Class:  1, CF:0.986622, Len: 10, Fitness_tra: 0
Rule 25: b7bb912777, Class:  1, CF:0.971279, Len: 10, Fitness_tra: 0
Rule 26: 221b1a2727, Class:  1, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 27: 4f1dd1b272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 22721e4727, Class:  1, CF:0.818869, Len: 10, Fitness_tra: 0
Rule 29: 2124ef7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b7b43a2414, Class:  1, CF:0.999657, Len: 10, Fitness_tra: 0
Rule 31: 75b227b1b2, Class:  1, CF:0.964795, Len: 10, Fitness_tra: 0
Rule 32: 452b1221b7, Class:  1, CF:0.855975, Len: 10, Fitness_tra: 0
Rule 33: b12ce67742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 787b214b41, Class:  1, CF:0.96826, Len: 10, Fitness_tra: 0
Rule 36: 14b4861274, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
