------Generation 0------
Rule  1: f6f871e3581d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7111211113d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6948125515558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000400000000, Class:  0, CF:0.326542, Len:  1, Fitness_tra: -191
Rule 91: 4531112161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b93181113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a2a3d53131511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 66625132c2551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 11b1cc156d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 15438f688c257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3d211833a119a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ae31781638483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a9b3117135523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 006d0050a000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.06173
------Result------
Miss_rate(tra)	:5.06173
Miss_rate(tst)	:9.09091
ARL				:11.5556

------Generation 20------
Rule  1: 0000800000840, Class:  0, CF:0.923832, Len:  3, Fitness_tra: 191
Rule  2: 9131111151211, Class:  1, CF:0.71174, Len: 13, Fitness_tra: 0
Rule  3: 0000403300020, Class:  0, CF:0.999738, Len:  4, Fitness_tra: 0
Rule  4: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  5: 6421101955135, Class:  1, CF:0.99969, Len: 12, Fitness_tra: 0
Rule  6: 114211151d311, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 11a22a1528113, Class:  1, CF:0.986938, Len: 13, Fitness_tra: 0
Rule  8: b815111881121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: faf7131121153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 4531112151111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 6111151d21315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 33212893a1148, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: b421391451131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a131191355213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11624e1311421, Class:  0, CF:0.999976, Len: 13, Fitness_tra: 0
Rule 17: 3119223531581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 4441181251512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: f6f871e3581d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1271d21191315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727628313d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: f12d1565991c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6525811181136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f31818c191551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 634585113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b128ed35118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13b9c5151d555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 447a475833e4c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1a3191119e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3613d12552511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a63158851d183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: feb1cc9531145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3e61151315113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b8f91d1d11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a54d111e19511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 281915111d118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: b5a1518851dd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13823e111219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1513c2e56d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 33639118915cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 78325321d1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7173141515119, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: a3411111d315c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111439e3e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 24b114e165e7c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 21613515595b3, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 614622151e15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f6f5231931c83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: af11129289151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21a6551523581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 41b312d135613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1131115e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 19ab163121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b1ac155112851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 317511253113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 74b3241831911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b7118532e19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31b5c13d15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b233d58583111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1aa9555583159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1873415dee615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b47233e211135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 612511e93d125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f11d21393151c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 1e154c1565111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1329c15d13541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b13558555911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6f618139c1553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 113d2591314c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 75311d1513943, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 33b8156191588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1831111545225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 75175f624c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11b6119d13315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: a94e115185555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7531811156215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3db116321119a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a161411ee8459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 484672d393151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3e381e1e18425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6311113339112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 7226221535371, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1513b25131611, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 7111491311713, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13b3729393951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: ae11c51d658d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7111211113d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6948125515558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000400000000, Class:  0, CF:0.326542, Len:  1, Fitness_tra: -191
Rule 91: 4531112161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b93181113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a2a3d53131511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 66625132c2551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 11b1cc156d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 15438f688c257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3d211833a119a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ae31781638483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a9b3117135523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 006d0050a000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.06173
------Result------
Miss_rate(tra)	:5.06173
Miss_rate(tst)	:9.09091
ARL				:11.5556

------Generation 30------
Rule  1: 0000800000840, Class:  0, CF:0.923832, Len:  3, Fitness_tra: 191
Rule  2: 9131111151211, Class:  1, CF:0.71174, Len: 13, Fitness_tra: 0
Rule  3: 0000403300020, Class:  0, CF:0.999738, Len:  4, Fitness_tra: 0
Rule  4: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  5: 6421101955135, Class:  1, CF:0.99969, Len: 12, Fitness_tra: 0
Rule  6: 114211151d311, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 11a22a1528113, Class:  1, CF:0.986938, Len: 13, Fitness_tra: 0
Rule  8: b815111881121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: faf7131121153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 4531112151111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 6111151d21315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 33212893a1148, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: b421391451131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a131191355213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11624e1311421, Class:  0, CF:0.999976, Len: 13, Fitness_tra: 0
Rule 17: 3119223531581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 4441181251512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: f6f871e3581d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1271d21191315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727628313d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: f12d1565991c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6525811181136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f31818c191551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 634585113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b128ed35118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13b9c5151d555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 447a475833e4c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1a3191119e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3613d12552511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a63158851d183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: feb1cc9531145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3e61151315113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b8f91d1d11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a54d111e19511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 281915111d118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: b5a1518851dd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13823e111219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1513c2e56d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 33639118915cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 78325321d1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7173141515119, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: a3411111d315c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111439e3e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 24b114e165e7c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 21613515595b3, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 614622151e15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f6f5231931c83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: af11129289151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21a6551523581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 41b312d135613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1131115e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 19ab163121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b1ac155112851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 317511253113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 74b3241831911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b7118532e19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31b5c13d15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b233d58583111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1aa9555583159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1873415dee615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b47233e211135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 612511e93d125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f11d21393151c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 1e154c1565111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1329c15d13541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b13558555911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6f618139c1553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 113d2591314c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 75311d1513943, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 33b8156191588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1831111545225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 75175f624c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11b6119d13315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: a94e115185555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7531811156215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3db116321119a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a161411ee8459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 484672d393151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3e381e1e18425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6311113339112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 7226221535371, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1513b25131611, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 7111491311713, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13b3729393951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: ae11c51d658d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7111211113d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6948125515558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000400000000, Class:  0, CF:0.326542, Len:  1, Fitness_tra: -191
Rule 91: 4531112161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b93181113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a2a3d53131511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 66625132c2551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 11b1cc156d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 15438f688c257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3d211833a119a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ae31781638483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a9b3117135523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 006d0050a000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.06173
------Result------
Miss_rate(tra)	:5.06173
Miss_rate(tst)	:9.09091
ARL				:11.5556

------Generation 40------
Rule  1: 0000800000840, Class:  0, CF:0.923832, Len:  3, Fitness_tra: 191
Rule  2: 9131111151211, Class:  1, CF:0.71174, Len: 13, Fitness_tra: 0
Rule  3: 0000403300020, Class:  0, CF:0.999738, Len:  4, Fitness_tra: 0
Rule  4: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule  5: 6421101955135, Class:  1, CF:0.99969, Len: 12, Fitness_tra: 0
Rule  6: 114211151d311, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: 11a22a1528113, Class:  1, CF:0.986938, Len: 13, Fitness_tra: 0
Rule  8: b815111881121, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 10: faf7131121153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 4531112151111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 6111151d21315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 33212893a1148, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: b421391451131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a131191355213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11624e1311421, Class:  0, CF:0.999976, Len: 13, Fitness_tra: 0
Rule 17: 3119223531581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 4441181251512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: f6f871e3581d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1271d21191315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727628313d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: f12d1565991c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6525811181136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f31818c191551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 634585113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b128ed35118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13b9c5151d555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 447a475833e4c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1a3191119e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3613d12552511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a63158851d183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: feb1cc9531145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3e61151315113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b8f91d1d11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a54d111e19511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 281915111d118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: b5a1518851dd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b13823e111219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1513c2e56d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 33639118915cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 78325321d1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7173141515119, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 43: a3411111d315c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111439e3e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 24b114e165e7c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 21613515595b3, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 614622151e15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f6f5231931c83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: af11129289151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: 4518d81181153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21a6551523581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 41b312d135613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1131115e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 19ab163121515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b1ac155112851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 317511253113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 74b3241831911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b7118532e19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31b5c13d15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b233d58583111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1aa9555583159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1873415dee615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b47233e211135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 612511e93d125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f11d21393151c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 1e154c1565111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1329c15d13541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b13558555911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6f618139c1553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 113d2591314c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 75311d1513943, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 33b8156191588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1831111545225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 74: 75175f624c211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11b6119d13315, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 76: a94e115185555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7531811156215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3db116321119a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a161411ee8459, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 484672d393151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3e381e1e18425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6311113339112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 7226221535371, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1513b25131611, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 7111491311713, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13b3729393951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: ae11c51d658d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7111211113d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 6948125515558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000400000000, Class:  0, CF:0.326542, Len:  1, Fitness_tra: -191
Rule 91: 4531112161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b93181113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a2a3d53131511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 66625132c2551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 11b1cc156d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 15438f688c257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3d211833a119a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ae31781638483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a9b3117135523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 006d0050a000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.06173
------Result------
Miss_rate(tra)	:5.06173
Miss_rate(tst)	:9.09091
ARL				:11.5556

------Generation 50------
Rule  1: 0000800000840, Class:  0, CF:0.923832, Len:  3, Fitness_tra: 191
Rule  2: 9131111151211, Class:  1, CF:0.71174, Len: 13, Fitness_tra: 0
