------Generation 0------
Rule  1: a9718d1591121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  1: 000e100270015, Class:  3, CF:0.836681, Len:  6, Fitness_tra: 11
Rule  2: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 5
Rule  3: 14620d1293211, Class:  9, CF:  1, Len: 12, Fitness_tra: 4
Rule  4: f1f5513128113, Class:  4, CF:0.995204, Len: 13, Fitness_tra: 4
Rule  5: 000b03900000d, Class:  2, CF:0.694013, Len:  4, Fitness_tra: 4
Rule  6: 0008000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 3
Rule  7: 3313151119dc2, Class:  7, CF:  1, Len: 13, Fitness_tra: 2
Rule  8: 000d505057000, Class:  4, CF:0.969834, Len:  5, Fitness_tra: 2
Rule  9: aaa5d11111513, Class:  4, CF:0.982901, Len: 13, Fitness_tra: 2
Rule 10: 0c000d085e0a0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 11: 616d312256152, Class: 10, CF:0.315538, Len: 13, Fitness_tra: -1
Rule 12: 000d0d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: 121d211315219, Class:  8, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 0000cd009000e, Class:  9, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: 1362ed1233511, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: af10006d010d0, Class: 10, CF:  1, Len:  7, Fitness_tra: 1
Rule 17: a9718d1591121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3e7e281481818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000000a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000d000d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 357d91c515188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0200d00000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000008000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000400003000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: fa15d99115c86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 354d94889d555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 030b9a6200099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000e00000000c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000390000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000030000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b56431131114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000500d00000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f5441311d221a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0e000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d00d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000800000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f57c118188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7bb919521d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b56251e51111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11b51258113d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a12116911283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1539dd154d855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0009000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1565211151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2135c1e3282d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0300000000200, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6365129c19253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000d000000d00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00002000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1f1116952113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 030b0000c0050, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d61911151c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 03070800c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0200000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 21b255dd55351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bc3dc1e92c185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b8f18191d151e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a92525dd21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005050000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1122116c213ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ad4511dc11318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0200000000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000300d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f919859111152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 71ac3111d1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1af2111111513, Class: 10, CF:0.245691, Len: 13, Fitness_tra: -36
Rule 83: 0000d00080380, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2565259113425, Class:  6, CF:  1, Len: 13, Fitness_tra: 4
Rule 85: 02000c00900c0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000c604000002, Class:  0, CF:0.158498, Len:  4, Fitness_tra: -14
Rule 87: 0008000b0ed00, Class:  6, CF:0.0149049, Len:  4, Fitness_tra: 2
Rule 88: 00000000000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000000b0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: bbb58163e5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 190ced0180150, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 1
Rule 93: 48f5113512121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000020000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f5702080d0001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00008000009a0, Class:  8, CF:0.396403, Len:  3, Fitness_tra: -4
Rule 97: 00bd31c051000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00080d0400e0e, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 12
Rule100: 0200000000009, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:83.5017
------Result------
Miss_rate(tra)	:83.5017
Miss_rate(tst)	:85.8586
ARL				:7.70833

------Generation 30------
Rule  1: 000e100270015, Class:  3, CF:0.836681, Len:  6, Fitness_tra: 9
Rule  2: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 10
Rule  3: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 6
Rule  4: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 6
Rule  5: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 5
Rule  6: 05000000c0e00, Class:  7, CF:0.843829, Len:  3, Fitness_tra: 5
Rule  7: 2565259113425, Class:  6, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 0008e00d00000, Class:  7, CF:  1, Len:  3, Fitness_tra: 5
Rule  9: f1f5513128113, Class:  4, CF:0.995204, Len: 13, Fitness_tra: 4
Rule 10: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 4
Rule 11: 11a1255c2315e, Class:  6, CF:  1, Len: 13, Fitness_tra: 2
Rule 12: 14620d1293211, Class:  9, CF:  1, Len: 12, Fitness_tra: 4
Rule 13: 000b03900000d, Class:  2, CF:0.694013, Len:  4, Fitness_tra: 4
Rule 14: 0008000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 0
Rule 15: 10023009c1b03, Class:  0, CF:0.912229, Len:  8, Fitness_tra: 2
Rule 16: 000d505057000, Class:  4, CF:0.969834, Len:  5, Fitness_tra: 1
Rule 17: aaa5d81111513, Class:  4, CF:0.982929, Len: 13, Fitness_tra: 1
Rule 18: a1a23d1521211, Class:  0, CF:0.988236, Len: 13, Fitness_tra: -1
Rule 19: af10006d010d0, Class: 10, CF:  1, Len:  7, Fitness_tra: 1
Rule 20: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 1
Rule 21: 6131e1c811111, Class:  8, CF:  1, Len: 13, Fitness_tra: 1
Rule 22: 121d211315219, Class:  8, CF:  1, Len: 13, Fitness_tra: 1
Rule 23: 1362ed1233511, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 3313151119dc2, Class:  7, CF:  1, Len: 13, Fitness_tra: 2
Rule 25: 0c000d085e0a0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 26: 354d94889d555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 030b9a6200099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000e00000000c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000390000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000030000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b56431131114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000500d00000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f5441311d221a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0e000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d00d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000800000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f57c118188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7bb919521d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b56251e51111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11b51258113d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a12116911283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1539dd154d855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0009000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1565211151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2135c1e3282d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0300000000200, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6365129c19253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000d000000d00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00002000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1f1116952113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 030b0000c0050, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d61911151c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 03070800c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0200000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 21b255dd55351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bc3dc1e92c185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b8f18191d151e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a92525dd21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005050000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1122116c213ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ad4511dc11318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0200000000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000300d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f919859111152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0e00c90e00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 2
Rule 83: 65b28115d1583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: faf119e885216, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000c000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 41f4185585814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000c00000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000400003000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2216c55951552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000e000000a0, Class:  8, CF:0.101378, Len:  2, Fitness_tra: -8
Rule 91: b00dc1002000c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000510dc11008, Class:  2, CF:0.49629, Len:  7, Fitness_tra: -23
Rule 93: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 94: f50c008088181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: fefcde000d102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 2
Rule 97: c9221030260e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: f1f8d2555d123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11a5d55c13113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0003409a70503, Class:  7, CF:0.877155, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.6038
------Result------
Miss_rate(tra)	:82.6038
Miss_rate(tst)	:85.8586
ARL				:7.80645

------Generation 40------
Rule  1: 000e100270015, Class:  3, CF:0.836681, Len:  6, Fitness_tra: 11
Rule  2: 0003100a70013, Class:  7, CF:0.642719, Len:  6, Fitness_tra: 10
Rule  3: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 6
Rule  4: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 6
Rule  5: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 6
Rule  6: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 0
Rule  7: 0008e00d00000, Class:  7, CF:  1, Len:  3, Fitness_tra: 5
Rule  8: 05000000c0e00, Class:  7, CF:0.843829, Len:  3, Fitness_tra: 5
Rule  9: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 5
Rule 10: e00d00003ab00, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 000b03900000d, Class:  2, CF:0.694013, Len:  4, Fitness_tra: 4
Rule 12: 14620d1293211, Class:  9, CF:  1, Len: 12, Fitness_tra: 4
Rule 13: 10023009c1b03, Class:  0, CF:0.912229, Len:  8, Fitness_tra: 4
Rule 14: 11a1255c2315e, Class:  6, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 000d505057000, Class:  4, CF:0.969834, Len:  5, Fitness_tra: 4
Rule 16: f1a912111d8d3, Class:  1, CF:0.761109, Len: 13, Fitness_tra: 7
Rule 17: 3161111315c5e, Class:  8, CF:0.818223, Len: 13, Fitness_tra: 4
Rule 18: 0000000400e0e, Class:  6, CF:  1, Len:  3, Fitness_tra: 3
Rule 19: 0e00c90e00000, Class:  1, CF:  1, Len:  4, Fitness_tra: 2
Rule 20: 3313151119dc2, Class:  7, CF:  1, Len: 13, Fitness_tra: 2
Rule 21: 36a2153354c21, Class: 10, CF:0.897083, Len: 13, Fitness_tra: 4
Rule 22: 100c206057151, Class: 10, CF:0.932194, Len:  9, Fitness_tra: 2
Rule 23: 050000049010a, Class:  0, CF:0.878782, Len:  5, Fitness_tra: 2
Rule 24: 2565259113425, Class:  6, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 2d1c912151515, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 26: 1362ed1233511, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 27: 00000d003e0d0, Class:  6, CF:0.933029, Len:  4, Fitness_tra: 1
Rule 28: 00f5507020100, Class:  4, CF:0.287165, Len:  6, Fitness_tra: 1
Rule 29: 6131e1c811111, Class:  8, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 1265211315129, Class:  8, CF:  1, Len: 13, Fitness_tra: 1
Rule 31: af10006d010d0, Class: 10, CF:  1, Len:  7, Fitness_tra: 0
Rule 32: b56431131114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000500d00000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: f5441311d221a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0e000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000d00d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000800000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f57c118188131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7bb919521d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b56251e51111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11b51258113d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a12116911283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1539dd154d855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00050000d0d00, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0009000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1565211151125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2135c1e3282d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0300000000200, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6365129c19253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000d000000d00, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00002000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1f1116952113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 030b0000c0050, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d61911151c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 03070800c0000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0200000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 21b255dd55351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: bc3dc1e92c185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b8f18191d151e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: a92525dd21115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005050000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1122116c213ea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: ad4511dc11318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0200000000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000300d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f919859111152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1e4c853d3dd81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 63b3521831811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 114d8d3991128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7c355d5111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00003000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000083003004, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0304d00000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000820000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000009000b0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3365e2dd11c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000400009000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00002c9000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000d000000006, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0008000400e06, Class:  6, CF:0.516409, Len:  4, Fitness_tra: -2
Rule 91: 630151c801201, Class:  9, CF:0.62922, Len: 10, Fitness_tra: -14
Rule 92: c1b5c5ddea3d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b11c2c103e131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 05300d0540805, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 95: 000232000e003, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 3c18c5192cd82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 05200030c0e03, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 98: e00030003e000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00050100dd170, Class:  0, CF:0.00967497, Len:  6, Fitness_tra: -36
Rule100: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 8
------Current------
Miss_rate(tra)	:77.1044
------Result------
Miss_rate(tra)	:77.1044
Miss_rate(tst)	:80.8081
ARL				:7.68421

------Generation 50------
Rule  1: 000e100270015, Class:  3, CF:0.836681, Len:  6, Fitness_tra: 10
Rule  2: 0000ec000200c, Class:  7, CF:0.103333, Len:  4, Fitness_tra: 10
Rule  3: 070d00000a000, Class:  6, CF:  1, Len:  3, Fitness_tra: 8
Rule  4: 0d00003000e00, Class:  7, CF:0.981542, Len:  3, Fitness_tra: 6
Rule  5: 000c0e0000e00, Class:  6, CF:0.998788, Len:  3, Fitness_tra: 6
Rule  6: 1008803d00080, Class:  3, CF:0.789437, Len:  6, Fitness_tra: 6
Rule  7: 000032000e000, Class:  0, CF:0.885422, Len:  3, Fitness_tra: 6
Rule  8: 0003de0c00d02, Class:  9, CF:0.916088, Len:  6, Fitness_tra: 5
Rule  9: 1a65191111853, Class:  5, CF:0.838644, Len: 13, Fitness_tra: 5
Rule 10: f1a912111d8d3, Class:  1, CF:0.761109, Len: 13, Fitness_tra: 4
Rule 11: 10023009c1b03, Class:  0, CF:0.912229, Len:  8, Fitness_tra: 4
Rule 12: 14620d1293211, Class:  9, CF:  1, Len: 12, Fitness_tra: 0
Rule 13: 000b03900000d, Class:  2, CF:0.694013, Len:  4, Fitness_tra: 4
