------Generation 0------
Rule  1: 212a13195d31522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1316134511153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 060f000090d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5a81151114a115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133fee1115311744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1121411735161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 152c5b611153c621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6f13857215311c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 050e000000204800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1311111172133316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1a16516119985174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2123b4116ca51f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111a111315611b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1615111142153a16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0900000000000009, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a15115424418663, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1123131f31111c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1f51151854121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 090000000000d003, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c6151111111d81ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 335111711835181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6356c5b11b641221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6313111333111147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: ba0030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 962115119b31f116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13211712f19a2121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6313731333311217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 132e2db41b611541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6336131511121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 114a151511281113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0500000800942000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 16131171281812f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e13732113111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1619121122111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2113a11514121571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13211e51db221815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3326712111fcf111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13d381225b121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15211af6153d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1111252111f59157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 211313aa91d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111163511212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c151669568a15721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11112b11f1931121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b31313511b11d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d11f615d12341b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 331a291111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 41b522376d362a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: fa368911b4125122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1115514b71211136, Class:  7, CF:0.385313, Len: 16, Fitness_tra: 0
Rule 82: 6f51291d15128277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 715f1991128158a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ff00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1311111b12133f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0500500000000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000002000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1f315f1351f51422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0500d00c0b004000, Class:  2, CF:0.00578781, Len:  5, Fitness_tra: -7
Rule 90: 211af19512141523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1123531f70415311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1931100b12111a11, Class:  4, CF:  1, Len: 14, Fitness_tra: 0
Rule 93: 19304e1215211761, Class:  9, CF:0.764953, Len: 15, Fitness_tra: -4
Rule 94: 00001000001802f0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 330e017100204820, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3110108114050c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 09842102b4853321, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 98: 1f211d5132125815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2123931ff1951f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1121511371911161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.2826
------Result------
Miss_rate(tra)	:72.2826
Miss_rate(tst)	:73.1818
ARL				:12.2917

------Generation 30------
Rule  1: 00000a0000000000, Class:  0, CF:0.485215, Len:  1, Fitness_tra: 39
Rule  2: 1900200001f50159, Class:  5, CF:  1, Len:  9, Fitness_tra: 25
Rule  3: 19151b4458111313, Class:  4, CF:0.991837, Len: 16, Fitness_tra: 20
Rule  4: 0000506009020400, Class:  9, CF:0.977374, Len:  5, Fitness_tra: 11
Rule  5: 090050160001d023, Class:  2, CF:0.996843, Len:  8, Fitness_tra: 9
Rule  6: 1910250104233361, Class:  3, CF:0.934201, Len: 13, Fitness_tra: 6
Rule  7: 0001101b12101a11, Class:  6, CF:0.876878, Len: 11, Fitness_tra: 7
Rule  8: 1e11932117215231, Class:  8, CF:  1, Len: 16, Fitness_tra: 5
Rule  9: 0910210204253361, Class:  4, CF:0.939436, Len: 12, Fitness_tra: 3
Rule 10: 2111153121211633, Class:  9, CF:0.982502, Len: 16, Fitness_tra: 5
Rule 11: 1125511771415361, Class:  7, CF:0.62691, Len: 16, Fitness_tra: 0
Rule 12: 1125153212258aaa, Class:  9, CF:0.78745, Len: 16, Fitness_tra: 3
Rule 13: 1141151512481143, Class:  9, CF:0.301666, Len: 16, Fitness_tra: 1
Rule 14: 11d480125b825121, Class:  1, CF:  1, Len: 15, Fitness_tra: 1
Rule 15: 0910111394113387, Class:  8, CF:  1, Len: 14, Fitness_tra: 1
Rule 16: 111113b124111121, Class:  8, CF:0.961715, Len: 16, Fitness_tra: 1
Rule 17: 00006000020b0c08, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 18: 11141116b2821421, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 19: 2115000810151001, Class:  9, CF:0.990199, Len: 10, Fitness_tra: 1
Rule 20: 1141518b2121166f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 19112a1531111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31561318c7e4d872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000005030e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: ba50000080000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3f511d1432125271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1ade157217111c2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a1e31118b4821411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 83234112f535181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1321181b12111a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2121754115656211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 191f111214223761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1316134511153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 060f000090d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5a81151114a115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133fee1115311744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1121411735161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 152c5b611153c621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6f13857215311c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 050e000000204800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1311111172133316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1a16516119985174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2123b4116ca51f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111a111315611b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1615111142153a16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0900000000000009, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a15115424418663, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1123131f31111c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1f51151854121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 090000000000d003, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c6151111111d81ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 335111711835181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6356c5b11b641221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6313111333111147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: ba0030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 962115119b31f116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13211712f19a2121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6313731333311217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 132e2db41b611541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6336131511121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 114a151511281113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0500000800942000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 16131171281812f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e13732113111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1619121122111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2113a11514121571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13211e51db221815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3326712111fcf111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13d381225b121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15211af6153d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1111252111f59157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 211313aa91d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111163511212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c151669568a15721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11112b11f1931121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b31313511b11d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d11f615d12341b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 331a291111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 41b522376d362a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: fa368911b4125122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1115514b71211136, Class:  7, CF:0.385313, Len: 16, Fitness_tra: 0
Rule 82: 6f51291d15128277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 715f1991128158a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ff00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1311111b12133f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0500500000000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000002000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1f315f1351f51422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0500d00c0b004000, Class:  2, CF:0.00578781, Len:  5, Fitness_tra: -7
Rule 90: 211af19512141523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1123531f70415311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1931100b12111a11, Class:  4, CF:  1, Len: 14, Fitness_tra: 0
Rule 93: 19304e1215211761, Class:  9, CF:0.764953, Len: 15, Fitness_tra: -4
Rule 94: 00001000001802f0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 330e017100204820, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3110108114050c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 09842102b4853321, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 98: 1f211d5132125815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2123931ff1951f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1121511371911161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.2826
------Result------
Miss_rate(tra)	:72.2826
Miss_rate(tst)	:73.1818
ARL				:12.2917

------Generation 40------
Rule  1: 00000a0000000000, Class:  0, CF:0.485215, Len:  1, Fitness_tra: 39
Rule  2: 1900200001f50159, Class:  5, CF:  1, Len:  9, Fitness_tra: 25
Rule  3: 19151b4458111313, Class:  4, CF:0.991837, Len: 16, Fitness_tra: 20
Rule  4: 0000506009020400, Class:  9, CF:0.977374, Len:  5, Fitness_tra: 11
Rule  5: 090050160001d023, Class:  2, CF:0.996843, Len:  8, Fitness_tra: 9
Rule  6: 1910250104233361, Class:  3, CF:0.934201, Len: 13, Fitness_tra: 6
Rule  7: 0001101b12101a11, Class:  6, CF:0.876878, Len: 11, Fitness_tra: 7
Rule  8: 1e11932117215231, Class:  8, CF:  1, Len: 16, Fitness_tra: 5
Rule  9: 0910210204253361, Class:  4, CF:0.939436, Len: 12, Fitness_tra: 3
Rule 10: 2111153121211633, Class:  9, CF:0.982502, Len: 16, Fitness_tra: 5
Rule 11: 1125511771415361, Class:  7, CF:0.62691, Len: 16, Fitness_tra: 0
Rule 12: 1125153212258aaa, Class:  9, CF:0.78745, Len: 16, Fitness_tra: 3
Rule 13: 1141151512481143, Class:  9, CF:0.301666, Len: 16, Fitness_tra: 1
Rule 14: 11d480125b825121, Class:  1, CF:  1, Len: 15, Fitness_tra: 1
Rule 15: 0910111394113387, Class:  8, CF:  1, Len: 14, Fitness_tra: 1
Rule 16: 111113b124111121, Class:  8, CF:0.961715, Len: 16, Fitness_tra: 1
Rule 17: 00006000020b0c08, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 18: 11141116b2821421, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 19: 2115000810151001, Class:  9, CF:0.990199, Len: 10, Fitness_tra: 1
Rule 20: 1141518b2121166f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 19112a1531111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31561318c7e4d872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000005030e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: ba50000080000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3f511d1432125271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1ade157217111c2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a1e31118b4821411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 83234112f535181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1321181b12111a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2121754115656211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 191f111214223761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1316134511153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 060f000090d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5a81151114a115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133fee1115311744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1121411735161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 152c5b611153c621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6f13857215311c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 050e000000204800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1311111172133316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1a16516119985174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2123b4116ca51f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111a111315611b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1615111142153a16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0900000000000009, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a15115424418663, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1123131f31111c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1f51151854121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 090000000000d003, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c6151111111d81ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 335111711835181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6356c5b11b641221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6313111333111147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: ba0030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 962115119b31f116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13211712f19a2121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6313731333311217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 132e2db41b611541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6336131511121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 114a151511281113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0500000800942000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 16131171281812f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e13732113111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1619121122111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2113a11514121571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13211e51db221815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3326712111fcf111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13d381225b121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15211af6153d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1111252111f59157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 211313aa91d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111163511212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c151669568a15721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11112b11f1931121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b31313511b11d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d11f615d12341b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 331a291111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 41b522376d362a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: fa368911b4125122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1115514b71211136, Class:  7, CF:0.385313, Len: 16, Fitness_tra: 0
Rule 82: 6f51291d15128277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 715f1991128158a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ff00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1311111b12133f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0500500000000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000002000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1f315f1351f51422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0500d00c0b004000, Class:  2, CF:0.00578781, Len:  5, Fitness_tra: -7
Rule 90: 211af19512141523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1123531f70415311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1931100b12111a11, Class:  4, CF:  1, Len: 14, Fitness_tra: 0
Rule 93: 19304e1215211761, Class:  9, CF:0.764953, Len: 15, Fitness_tra: -4
Rule 94: 00001000001802f0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 330e017100204820, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3110108114050c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 09842102b4853321, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 98: 1f211d5132125815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2123931ff1951f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1121511371911161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:72.2826
------Result------
Miss_rate(tra)	:72.2826
Miss_rate(tst)	:73.1818
ARL				:12.2917

------Generation 50------
Rule  1: 00000a0000000000, Class:  0, CF:0.485215, Len:  1, Fitness_tra: -12
Rule  2: 1900200001f50159, Class:  5, CF:  1, Len:  9, Fitness_tra: 25
Rule  3: 19151b4458111313, Class:  4, CF:0.991837, Len: 16, Fitness_tra: 20
Rule  4: 0000506009020400, Class:  9, CF:0.977374, Len:  5, Fitness_tra: 10
Rule  5: 090050160001d023, Class:  2, CF:0.996843, Len:  8, Fitness_tra: 7
Rule  6: 0001101b12101a11, Class:  6, CF:0.876878, Len: 11, Fitness_tra: 9
Rule  7: 1910250104233361, Class:  3, CF:0.934201, Len: 13, Fitness_tra: 13
Rule  8: 1e11932117215231, Class:  8, CF:  1, Len: 16, Fitness_tra: 5
Rule  9: 2111153121211633, Class:  9, CF:0.982502, Len: 16, Fitness_tra: 3
Rule 10: 0910210204253361, Class:  4, CF:0.939436, Len: 12, Fitness_tra: 3
Rule 11: 1125153212258aaa, Class:  9, CF:0.78745, Len: 16, Fitness_tra: 3
Rule 12: 2115000810151001, Class:  9, CF:0.990199, Len: 10, Fitness_tra: 1
Rule 13: 1141151512481143, Class:  9, CF:0.301666, Len: 16, Fitness_tra: 1
Rule 14: 11d480125b825121, Class:  1, CF:  1, Len: 15, Fitness_tra: 1
Rule 15: 0910111394113387, Class:  8, CF:  1, Len: 14, Fitness_tra: 1
Rule 16: 111113b124111121, Class:  8, CF:0.961715, Len: 16, Fitness_tra: 1
Rule 17: 00006000020b0c08, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 18: 11141116b2821421, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 19: 1125511771415361, Class:  7, CF:0.62691, Len: 16, Fitness_tra: -2
Rule 20: 1141518b2121166f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 19112a1531111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31561318c7e4d872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000005030e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: ba50000080000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3f511d1432125271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1ade157217111c2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a1e31118b4821411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 83234112f535181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1321181b12111a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2121754115656211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 191f111214223761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1316134511153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 060f000090d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5a81151114a115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133fee1115311744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1121411735161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 152c5b611153c621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6f13857215311c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 050e000000204800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1311111172133316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
