------Generation 0------
Rule  1: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 12415a2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42172a17b4, Class:  4, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 80: b2721f227b, Class:  4, CF:0.999709, Len: 10, Fitness_tra: 0
Rule 81: bc21c9471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 27
Rule 82: 4b44c347bb, Class:  0, CF:0.476326, Len: 10, Fitness_tra: 0
Rule 83: 42b7131474, Class:  4, CF:0.992613, Len: 10, Fitness_tra: -28
Rule 84: 41b111742b, Class:  2, CF:0.510314, Len: 10, Fitness_tra: -8
Rule 85: 2247ce7b14, Class:  2, CF:0.786351, Len: 10, Fitness_tra: -4
Rule 86: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 14b456271b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4124c37171, Class:  2, CF:0.77529, Len: 10, Fitness_tra: -2
Rule 89: 234451bb74, Class:  2, CF:0.998231, Len: 10, Fitness_tra: 0
Rule 90: 0000e00000, Class:  3, CF:0.35971, Len:  1, Fitness_tra: -125
Rule 91: 244d594124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11221f0000, Class:  4, CF:0.510734, Len:  6, Fitness_tra: -4
Rule 93: 17278377b2, Class:  0, CF:0.881015, Len: 10, Fitness_tra: 0
Rule 94: b70289d775, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7ceb25e441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 04b7312700, Class:  4, CF:0.840647, Len:  7, Fitness_tra: -2810
Rule 97: 7778d11110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2421166bb1, Class:  4, CF:0.999519, Len: 10, Fitness_tra: -2
Rule 99: 71712344b2, Class:  4, CF:0.996199, Len: 10, Fitness_tra: 0
Rule100: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.0475
------Result------
Miss_rate(tra)	:96.0475
Miss_rate(tst)	:96.1644
ARL				:9.66129

------Generation 9------
Rule  1: b721897b74, Class:  2, CF:0.996271, Len: 10, Fitness_tra: -6
Rule  2: 1171594274, Class:  2, CF:0.993095, Len: 10, Fitness_tra: -15
Rule  3: 7774d1141b, Class:  2, CF:0.996911, Len: 10, Fitness_tra: -21
Rule  4: 0c17000150, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule  5: 1712d12bb1, Class:  1, CF:0.424775, Len: 10, Fitness_tra: -62
Rule  6: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 552b11477a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 422b192777, Class:  2, CF:0.301344, Len: 10, Fitness_tra: 0
Rule  9: 74b7512742, Class:  2, CF:0.973157, Len: 10, Fitness_tra: 0
Rule 10: 174753444b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2841861744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 47d28e2147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 24215eb712, Class:  2, CF:0.976725, Len: 10, Fitness_tra: 0
Rule 14: 114156b7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 27bb937b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2b445114b2, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 18: bc71d62b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7c4416bbb1, Class:  4, CF:0.999046, Len: 10, Fitness_tra: 0
Rule 20: 7221ca1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b41451b744, Class:  2, CF:0.936191, Len: 10, Fitness_tra: 0
Rule 22: 44b7417b74, Class:  4, CF:0.334598, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 444bd94774, Class:  2, CF:0.867627, Len: 10, Fitness_tra: 0
Rule 25: 27b71eb7b2, Class:  2, CF:0.901176, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 47b18a2b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bb14cf1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4771d1b212, Class:  2, CF:0.999793, Len: 10, Fitness_tra: 0
Rule 32: bc22511741, Class:  2, CF:0.911439, Len: 10, Fitness_tra: 0
Rule 33: 7c72234471, Class:  4, CF:0.993954, Len: 10, Fitness_tra: 0
Rule 34: 4774517b24, Class:  2, CF:0.992601, Len: 10, Fitness_tra: 0
Rule 35: b422932142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 41248a2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42b72174b4, Class:  2, CF:0.156797, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b2b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 7247167b2b, Class:  4, CF:0.99994, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 747bc92b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 43: bbb2154b71, Class:  2, CF:0.977819, Len: 10, Fitness_tra: -8
Rule 44: 42b139272b, Class:  0, CF:0.542435, Len: 10, Fitness_tra: 0
Rule 45: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 174116b942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b441164227, Class:  4, CF:0.999964, Len: 10, Fitness_tra: 0
Rule 48: 11221f472b, Class:  4, CF:0.999008, Len: 10, Fitness_tra: 0
Rule 49: 7b14867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0901e0b822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7c7b254471, Class:  2, CF:0.437764, Len: 10, Fitness_tra: 0
Rule 52: 41721a447b, Class:  4, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 53: b17b561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 24b211b124, Class:  2, CF:0.212651, Len: 10, Fitness_tra: 0
Rule 55: 29b28d4142, Class:  1, CF:0.895642, Len: 10, Fitness_tra: 1
Rule 56: bc22511541, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 747bc97b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: -2
Rule 58: 11e2217b44, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 4bb2ce2474, Class:  2, CF:0.999653, Len: 10, Fitness_tra: 0
Rule 60: 23412972b2, Class:  2, CF:0.999556, Len: 10, Fitness_tra: 0
Rule 61: b148fa1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2471164422, Class:  4, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5b41134771, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: b4b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2841261e44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b78b9db072, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 517213772b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 14bb1674b4, Class:  4, CF:0.998789, Len: 10, Fitness_tra: 0
Rule 70: 17b713b742, Class:  4, CF:0.991785, Len: 10, Fitness_tra: 0
Rule 71: 77128e2147, Class:  2, CF:0.965698, Len: 10, Fitness_tra: -290
Rule 72: 4422184711, Class:  2, CF:0.433977, Len: 10, Fitness_tra: -15
Rule 73: 222b164141, Class:  4, CF:0.991364, Len: 10, Fitness_tra: 0
Rule 74: 21171a1717, Class:  4, CF:0.960578, Len: 10, Fitness_tra: 0
Rule 75: 1c41e6bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 41278971b7, Class:  2, CF:0.762433, Len: 10, Fitness_tra: 0
Rule 77: 21b41f4474, Class:  4, CF:0.999452, Len: 10, Fitness_tra: 0
Rule 78: 12415a2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42172a17b4, Class:  4, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 80: b2721f227b, Class:  4, CF:0.999709, Len: 10, Fitness_tra: 0
Rule 81: bc21c9471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 27
Rule 82: 4b44c347bb, Class:  0, CF:0.476326, Len: 10, Fitness_tra: 0
Rule 83: 42b7131474, Class:  4, CF:0.992613, Len: 10, Fitness_tra: -28
Rule 84: 41b111742b, Class:  2, CF:0.510314, Len: 10, Fitness_tra: -8
Rule 85: 2247ce7b14, Class:  2, CF:0.786351, Len: 10, Fitness_tra: -4
Rule 86: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 14b456271b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4124c37171, Class:  2, CF:0.77529, Len: 10, Fitness_tra: -2
Rule 89: 234451bb74, Class:  2, CF:0.998231, Len: 10, Fitness_tra: 0
Rule 90: 0000e00000, Class:  3, CF:0.35971, Len:  1, Fitness_tra: -125
Rule 91: 244d594124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11221f0000, Class:  4, CF:0.510734, Len:  6, Fitness_tra: -4
Rule 93: 17278377b2, Class:  0, CF:0.881015, Len: 10, Fitness_tra: 0
Rule 94: b70289d775, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7ceb25e441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 04b7312700, Class:  4, CF:0.840647, Len:  7, Fitness_tra: -2810
Rule 97: 7778d11110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2421166bb1, Class:  4, CF:0.999519, Len: 10, Fitness_tra: -2
Rule 99: 71712344b2, Class:  4, CF:0.996199, Len: 10, Fitness_tra: 0
Rule100: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.0475
------Result------
Miss_rate(tra)	:96.0475
Miss_rate(tst)	:96.1644
ARL				:9.66129

------Generation 10------
Rule  1: b721897b74, Class:  2, CF:0.996271, Len: 10, Fitness_tra: -6
Rule  2: 1171594274, Class:  2, CF:0.993095, Len: 10, Fitness_tra: -15
Rule  3: 7774d1141b, Class:  2, CF:0.996911, Len: 10, Fitness_tra: -21
Rule  4: 0c17000150, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule  5: 1712d12bb1, Class:  1, CF:0.424775, Len: 10, Fitness_tra: -62
Rule  6: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 552b11477a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 422b192777, Class:  2, CF:0.301344, Len: 10, Fitness_tra: 0
Rule  9: 74b7512742, Class:  2, CF:0.973157, Len: 10, Fitness_tra: 0
Rule 10: 174753444b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2841861744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 47d28e2147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 24215eb712, Class:  2, CF:0.976725, Len: 10, Fitness_tra: 0
Rule 14: 114156b7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 27bb937b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2b445114b2, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 18: bc71d62b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7c4416bbb1, Class:  4, CF:0.999046, Len: 10, Fitness_tra: 0
Rule 20: 7221ca1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b41451b744, Class:  2, CF:0.936191, Len: 10, Fitness_tra: 0
Rule 22: 44b7417b74, Class:  4, CF:0.334598, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 444bd94774, Class:  2, CF:0.867627, Len: 10, Fitness_tra: 0
Rule 25: 27b71eb7b2, Class:  2, CF:0.901176, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 47b18a2b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bb14cf1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4771d1b212, Class:  2, CF:0.999793, Len: 10, Fitness_tra: 0
Rule 32: bc22511741, Class:  2, CF:0.911439, Len: 10, Fitness_tra: 0
Rule 33: 7c72234471, Class:  4, CF:0.993954, Len: 10, Fitness_tra: 0
Rule 34: 4774517b24, Class:  2, CF:0.992601, Len: 10, Fitness_tra: 0
Rule 35: b422932142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 41248a2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42b72174b4, Class:  2, CF:0.156797, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b2b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 7247167b2b, Class:  4, CF:0.99994, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 747bc92b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 43: bbb2154b71, Class:  2, CF:0.977819, Len: 10, Fitness_tra: -8
Rule 44: 42b139272b, Class:  0, CF:0.542435, Len: 10, Fitness_tra: 0
Rule 45: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 174116b942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b441164227, Class:  4, CF:0.999964, Len: 10, Fitness_tra: 0
Rule 48: 11221f472b, Class:  4, CF:0.999008, Len: 10, Fitness_tra: 0
Rule 49: 7b14867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0901e0b822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7c7b254471, Class:  2, CF:0.437764, Len: 10, Fitness_tra: 0
Rule 52: 41721a447b, Class:  4, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 53: b17b561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 24b211b124, Class:  2, CF:0.212651, Len: 10, Fitness_tra: 0
Rule 55: 29b28d4142, Class:  1, CF:0.895642, Len: 10, Fitness_tra: 1
Rule 56: bc22511541, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 747bc97b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: -2
Rule 58: 11e2217b44, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 4bb2ce2474, Class:  2, CF:0.999653, Len: 10, Fitness_tra: 0
Rule 60: 23412972b2, Class:  2, CF:0.999556, Len: 10, Fitness_tra: 0
Rule 61: b148fa1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2471164422, Class:  4, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5b41134771, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: b4b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2841261e44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b78b9db072, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 517213772b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 14bb1674b4, Class:  4, CF:0.998789, Len: 10, Fitness_tra: 0
Rule 70: 17b713b742, Class:  4, CF:0.991785, Len: 10, Fitness_tra: 0
Rule 71: 77128e2147, Class:  2, CF:0.965698, Len: 10, Fitness_tra: -290
Rule 72: 4422184711, Class:  2, CF:0.433977, Len: 10, Fitness_tra: -15
Rule 73: 222b164141, Class:  4, CF:0.991364, Len: 10, Fitness_tra: 0
Rule 74: 21171a1717, Class:  4, CF:0.960578, Len: 10, Fitness_tra: 0
Rule 75: 1c41e6bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 41278971b7, Class:  2, CF:0.762433, Len: 10, Fitness_tra: 0
Rule 77: 21b41f4474, Class:  4, CF:0.999452, Len: 10, Fitness_tra: 0
Rule 78: 12415a2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42172a17b4, Class:  4, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 80: b2721f227b, Class:  4, CF:0.999709, Len: 10, Fitness_tra: 0
Rule 81: bc21c9471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 27
Rule 82: 4b44c347bb, Class:  0, CF:0.476326, Len: 10, Fitness_tra: 0
Rule 83: 42b7131474, Class:  4, CF:0.992613, Len: 10, Fitness_tra: -28
Rule 84: 41b111742b, Class:  2, CF:0.510314, Len: 10, Fitness_tra: -8
Rule 85: 2247ce7b14, Class:  2, CF:0.786351, Len: 10, Fitness_tra: -4
Rule 86: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 14b456271b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4124c37171, Class:  2, CF:0.77529, Len: 10, Fitness_tra: -2
Rule 89: 234451bb74, Class:  2, CF:0.998231, Len: 10, Fitness_tra: 0
Rule 90: 0000e00000, Class:  3, CF:0.35971, Len:  1, Fitness_tra: -125
Rule 91: 244d594124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11221f0000, Class:  4, CF:0.510734, Len:  6, Fitness_tra: -4
Rule 93: 17278377b2, Class:  0, CF:0.881015, Len: 10, Fitness_tra: 0
Rule 94: b70289d775, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7ceb25e441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 04b7312700, Class:  4, CF:0.840647, Len:  7, Fitness_tra: -2810
Rule 97: 7778d11110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2421166bb1, Class:  4, CF:0.999519, Len: 10, Fitness_tra: -2
Rule 99: 71712344b2, Class:  4, CF:0.996199, Len: 10, Fitness_tra: 0
Rule100: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.0475
------Result------
Miss_rate(tra)	:96.0475
Miss_rate(tst)	:96.1644
ARL				:9.66129

------Generation 20------
Rule  1: b721897b74, Class:  2, CF:0.996271, Len: 10, Fitness_tra: -6
Rule  2: 1171594274, Class:  2, CF:0.993095, Len: 10, Fitness_tra: -15
Rule  3: 7774d1141b, Class:  2, CF:0.996911, Len: 10, Fitness_tra: -21
Rule  4: 0c17000150, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule  5: 1712d12bb1, Class:  1, CF:0.424775, Len: 10, Fitness_tra: -62
Rule  6: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 552b11477a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 422b192777, Class:  2, CF:0.301344, Len: 10, Fitness_tra: 0
Rule  9: 74b7512742, Class:  2, CF:0.973157, Len: 10, Fitness_tra: 0
Rule 10: 174753444b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2841861744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 47d28e2147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 24215eb712, Class:  2, CF:0.976725, Len: 10, Fitness_tra: 0
Rule 14: 114156b7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 27bb937b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2b445114b2, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 18: bc71d62b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7c4416bbb1, Class:  4, CF:0.999046, Len: 10, Fitness_tra: 0
Rule 20: 7221ca1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b41451b744, Class:  2, CF:0.936191, Len: 10, Fitness_tra: 0
Rule 22: 44b7417b74, Class:  4, CF:0.334598, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 444bd94774, Class:  2, CF:0.867627, Len: 10, Fitness_tra: 0
Rule 25: 27b71eb7b2, Class:  2, CF:0.901176, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 47b18a2b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: bb14cf1277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4771d1b212, Class:  2, CF:0.999793, Len: 10, Fitness_tra: 0
Rule 32: bc22511741, Class:  2, CF:0.911439, Len: 10, Fitness_tra: 0
Rule 33: 7c72234471, Class:  4, CF:0.993954, Len: 10, Fitness_tra: 0
Rule 34: 4774517b24, Class:  2, CF:0.992601, Len: 10, Fitness_tra: 0
Rule 35: b422932142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 41248a2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 42b72174b4, Class:  2, CF:0.156797, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b2b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 7247167b2b, Class:  4, CF:0.99994, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 747bc92b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: 0
Rule 43: bbb2154b71, Class:  2, CF:0.977819, Len: 10, Fitness_tra: -8
Rule 44: 42b139272b, Class:  0, CF:0.542435, Len: 10, Fitness_tra: 0
Rule 45: 14418e7bb7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 174116b942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b441164227, Class:  4, CF:0.999964, Len: 10, Fitness_tra: 0
Rule 48: 11221f472b, Class:  4, CF:0.999008, Len: 10, Fitness_tra: 0
Rule 49: 7b14867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0901e0b822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7c7b254471, Class:  2, CF:0.437764, Len: 10, Fitness_tra: 0
Rule 52: 41721a447b, Class:  4, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 53: b17b561bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 24b211b124, Class:  2, CF:0.212651, Len: 10, Fitness_tra: 0
Rule 55: 29b28d4142, Class:  1, CF:0.895642, Len: 10, Fitness_tra: 1
Rule 56: bc22511541, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 747bc97b27, Class:  2, CF:0.931487, Len: 10, Fitness_tra: -2
Rule 58: 11e2217b44, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 4bb2ce2474, Class:  2, CF:0.999653, Len: 10, Fitness_tra: 0
Rule 60: 23412972b2, Class:  2, CF:0.999556, Len: 10, Fitness_tra: 0
Rule 61: b148fa1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2471164422, Class:  4, CF:0.999947, Len: 10, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5b41134771, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: b4b455b751, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 2841261e44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b78b9db072, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 517213772b, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 69: 14bb1674b4, Class:  4, CF:0.998789, Len: 10, Fitness_tra: 0
Rule 70: 17b713b742, Class:  4, CF:0.991785, Len: 10, Fitness_tra: 0
Rule 71: 77128e2147, Class:  2, CF:0.965698, Len: 10, Fitness_tra: -290
Rule 72: 4422184711, Class:  2, CF:0.433977, Len: 10, Fitness_tra: -15
Rule 73: 222b164141, Class:  4, CF:0.991364, Len: 10, Fitness_tra: 0
Rule 74: 21171a1717, Class:  4, CF:0.960578, Len: 10, Fitness_tra: 0
Rule 75: 1c41e6bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 41278971b7, Class:  2, CF:0.762433, Len: 10, Fitness_tra: 0
Rule 77: 21b41f4474, Class:  4, CF:0.999452, Len: 10, Fitness_tra: 0
Rule 78: 12415a2114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42172a17b4, Class:  4, CF:0.999667, Len: 10, Fitness_tra: 0
Rule 80: b2721f227b, Class:  4, CF:0.999709, Len: 10, Fitness_tra: 0
Rule 81: bc21c9471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 27
Rule 82: 4b44c347bb, Class:  0, CF:0.476326, Len: 10, Fitness_tra: 0
Rule 83: 42b7131474, Class:  4, CF:0.992613, Len: 10, Fitness_tra: -28
Rule 84: 41b111742b, Class:  2, CF:0.510314, Len: 10, Fitness_tra: -8
Rule 85: 2247ce7b14, Class:  2, CF:0.786351, Len: 10, Fitness_tra: -4
Rule 86: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 14b456271b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4124c37171, Class:  2, CF:0.77529, Len: 10, Fitness_tra: -2
Rule 89: 234451bb74, Class:  2, CF:0.998231, Len: 10, Fitness_tra: 0
Rule 90: 0000e00000, Class:  3, CF:0.35971, Len:  1, Fitness_tra: -125
Rule 91: 244d594124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11221f0000, Class:  4, CF:0.510734, Len:  6, Fitness_tra: -4
Rule 93: 17278377b2, Class:  0, CF:0.881015, Len: 10, Fitness_tra: 0
